ID,Porig,Pnew,ra,dec,ug,gi,iK,JK,logP,Ampl,skew,kurt,magMed,nObs,LCtype,lab,bab
7908628,0.54901903,0.54902856,193.318054,46.927338,1.25,-0.21,0.49,0.25,-0.2604126,0.82,-0.5,-0.55,15.85,263,1,2.1294238604807223,1.2251862283149793
7925995,0.47660698,0.47660903,192.131699,5.054574,1.18,-0.14,1.14,0.42,-0.3218396,0.96,-0.59,-0.73,15.86,270,1,-1.0296918987990935,1.185340361491949
7946773,0.36209998,0.36209462,193.669189,51.672707,1.11,0.07,0.94,0.17,-0.4411715,0.5,-0.07,-0.96,14.97,218,2,2.124467125405058,1.1422830888452487
7949405,0.52753296,0.52754263,192.690598,52.493977,1.14,0.19,1.32,0.3,-0.2777504,0.86,-0.77,-0.56,16.43,240,1,2.1497569462664554,1.128076108734015
7956170,0.55323099,0.55322166,193.009766,55.127403,1.22,-0.01,0.88,0.25,-0.2570935,1.26,2.09,8.42,16.17,186,1,2.142374203530519,1.0821215895290042
7956265,0.65980302,0.65979681,193.218262,56.481277,1.19,0.12,0.69,0.05,-0.1805857,0.75,-0.78,0.01,16.65,194,1,2.138517025883612,1.0584723781644811
7977207,0.358098,0.35809819,193.321686,65.910072,1.11,0.1,0.91,0.03,-0.4459981,0.53,-0.42,-1.15,14.98,218,2,2.140314715013166,0.8939052829939358
7997579,0.48669401,0.48668706,192.449814,-5.440079,1.18,0.12,1.21,0.79,-0.312744,0.92,-0.41,-0.65,16.89,465,1,-1.0092540932582423,1.0023251361278236
8003415,0.64089207,0.64087803,192.426468,9.354502,1.25,-0.04,0.76,0.34,-0.1932151,0.53,0.18,-1.25,15.39,296,1,-1.0204416537635232,1.2605116923753446
8010233,0.73254802,0.73252981,192.888489,10.942532,1.15,0.28,0.87,0.22,-0.1351639,0.45,-0.48,-0.53,15.33,490,1,-0.9942442616910903,1.2882973340670942
8015684,0.36552905,0.365532,192.257553,-8.34689,1.15,0.15,1.0,0.27,-0.4370781,0.41,-0.11,-1.27,15.46,367,2,-1.0139315756535865,0.9515535081873085
8027315,0.480501,0.48050258,194.708893,1.389494,1.15,0.26,1.36,0.23,-0.3183057,0.9,-0.78,-0.48,16.01,472,1,-0.9218305510258453,1.1205013797803596
8036191,0.36386099,0.36386034,195.370056,0.526385,1.17,0.02,0.91,0.28,-0.4390645,0.43,0.02,-1.62,15.2,438,2,-0.8984256857566013,1.1046014302946912
8037245,0.29958896,0.29958622,194.377655,-0.645329,1.2,0.07,1.01,0.35,-0.5234742,0.43,-0.19,-1.25,16.05,454,2,-0.9392140303757088,1.0853853552302337
8052673,0.56221199,0.56221875,195.008759,12.04588,1.14,0.27,1.15,0.14,-0.2500999,0.94,-0.67,-0.75,15.33,285,1,-0.8558221987154191,1.3052095745189194
8057988,0.6396469,0.63966622,194.461578,13.401148,1.17,0.36,1.02,0.32,-0.1940597,0.7,-0.46,-0.38,16.38,240,1,-0.8818276045701339,1.3297838103869997
8076889,0.64225604,0.64224316,195.456985,18.274937,1.24,0.1,1.13,0.67,-0.1922918,0.8,-0.38,-0.88,16.82,188,1,-0.7226186702032127,1.4107321810944966
8085093,0.29265106,0.29265024,194.510651,19.900358,1.22,-0.14,0.71,0.34,-0.5336499,0.46,0.38,-1.15,15.7,249,2,-0.7836353808529335,1.4419212148276352
8088756,0.46387803,0.46388722,195.188248,19.799278,1.16,0.24,1.31,0.39,-0.3335962,1.09,-0.59,-1.06,16.95,220,1,-0.7040832735470328,1.4375753449901696
8096970,0.358816,0.35881285,194.647339,22.164145,1.23,-0.1,0.91,0.29,-0.4451282,0.41,-0.05,-0.71,16.59,281,2,-0.6730513194465733,1.4796377799632328
8097511,0.342761,0.34276171,195.52356,22.910625,1.19,-0.04,0.75,0.24,-0.4650086,0.37,0.04,-0.77,16.25,272,2,-0.4661425366226446,1.4859907784404922
8100474,0.541738,0.54173007,195.542191,21.268801,1.15,0.34,1.2,0.11,-0.2662107,0.7,-0.4,-0.62,16.35,236,1,-0.590601965582362,1.4599853725857765
8107761,0.56905599,0.56905157,195.028503,24.633385,1.07,0.21,1.01,0.19,-0.244845,0.59,-0.17,-1.15,16.45,204,1,-0.3238807492925879,1.5155217493842361
8125320,0.25814196,0.25814104,194.213333,28.176411,1.2,-0.08,0.76,0.21,-0.5881414,0.34,-0.04,-1.44,14.65,178,2,1.2985075101912615,1.5429932318106268
8129190,0.53231193,0.53232041,194.967819,30.242186,0.62,0.27,1.07,0.09,-0.2738338,0.66,-0.67,-0.38,14.38,187,1,1.618321642326702,1.507580501287662
8130793,0.64062001,0.64062123,194.128448,29.89311,1.19,0.16,1.0,0.3,-0.1933995,0.4,-0.11,-0.15,14.91,256,1,1.7674600269096175,1.5187680617929458
8132908,0.61554003,0.61554293,194.891785,30.323505,1.19,0.35,1.34,0.4,-0.2107437,0.51,-0.19,-1.3,15.6,248,1,1.6452171660999344,1.506952182756944
8133468,0.29298501,0.29298521,195.02182,29.492382,1.25,-0.08,0.79,0.53,-0.5331546,0.68,0.81,2.16,16.8,223,2,1.4764961873096425,1.5178255839968688
8145151,0.62043102,0.62044216,195.821198,4.822033,1.21,0.31,0.98,0.24,-0.2073065,0.41,0.05,-0.62,16.28,359,1,-0.860988373301323,1.1783764977764917
8153152,0.58859504,0.5885878,194.182999,-1.030658,1.17,0.32,1.34,0.33,-0.2301834,0.62,-0.54,-0.73,16.11,445,1,-0.9471203718872427,1.078822917242735
8154564,0.68037195,0.68039634,194.512939,-2.009413,1.16,0.34,1.07,0.33,-0.1672536,0.66,-0.24,-0.88,16.77,455,1,-0.9368403825929974,1.0614917977704312
8173247,0.59580892,0.59578834,194.870789,32.035946,1.17,0.31,1.04,0.22,-0.224893,0.89,1.86,10.59,16.15,241,1,1.8117390300327134,1.479864672765992
8175767,0.57076798,0.57075134,194.731644,33.458027,1.24,-0.07,0.8,0.29,-0.2435404,0.96,1.11,4.66,16.93,273,1,1.903630615150215,1.4567739667621071
8185242,0.64780411,0.64781994,194.581223,36.814941,1.2,0.14,0.97,0.33,-0.1885563,0.47,-0.47,-0.93,15.26,297,1,2.0037077944595705,1.399823873269532
8204721,0.53798492,0.53798761,194.648514,42.745415,1.24,-0.17,0.86,0.31,-0.2692299,0.69,-0.73,-0.34,16.54,199,1,2.0606578879521447,1.297041433619586
8207815,0.51724095,0.5172411,194.984711,41.902855,1.23,-0.15,0.74,0.23,-0.2863071,0.91,-0.94,-0.05,15.97,254,1,2.0378464346285794,1.3111436939757002
8214374,0.48729707,0.48730448,195.55307,43.255791,1.26,-0.22,0.89,0.61,-0.3122062,0.9,-0.13,-0.31,16.62,264,1,2.023133309034267,1.2867439910328193
8222011,0.35091901,0.35092236,195.518799,46.592819,1.18,0.02,1.01,0.44,-0.4547931,0.54,-0.12,-0.75,15.86,264,2,2.0502731789027786,1.2291132191319667
8229040,0.6405321,0.64050582,194.688248,50.652481,1.17,0.33,1.42,0.4,-0.1934591,0.67,-0.58,-0.89,15.85,238,1,2.0949361544613136,1.1595094885624329
8230589,0.40711397,0.40711312,195.425262,50.187519,1.15,0.14,0.69,0.01,-0.390284,0.4,0.07,-0.68,16.25,162,2,2.072578486743266,1.1668747780058488
8255199,0.52693397,0.52693477,195.185593,-3.361642,1.23,-0.2,0.55,0.19,-0.2782438,0.8,-0.68,-0.6,16.26,124,1,-0.9162804040045032,1.03721426787519
8264035,0.5309979,0.53100273,194.937729,54.999027,1.15,0.11,0.73,0.38,-0.2749072,1.03,-0.61,-0.11,16.58,215,1,2.101114620013374,1.0836400259782393
8267062,0.51848106,0.51849675,194.751923,56.33736,1.17,0.14,1.01,0.22,-0.2852671,0.74,-0.8,-0.56,15.75,197,1,2.108078483728831,1.0604446002192347
8306649,0.78319896,0.78317002,194.51767,9.457827,1.18,-0.05,0.94,0.47,-0.1061279,0.85,-0.89,-0.17,16.8,318,1,-0.9022130502334278,1.2611749174911027
8311517,0.52334804,0.52335193,195.103882,9.604924,1.2,0.07,0.97,0.37,-0.2812094,0.84,-0.71,-0.56,15.81,331,1,-0.8683362094522185,1.2627282605253776
8313260,0.61257194,0.61257707,194.313919,9.265145,1.24,-0.01,0.84,0.15,-0.2128429,0.62,-0.02,0.27,16.89,337,1,-0.9145001681674678,1.2581031380075927
8318076,0.50693888,0.50693723,196.717377,1.398914,1.17,0.28,1.27,0.2,-0.2950444,0.85,-0.49,-0.95,15.56,475,1,-0.8419468311620655,1.1171154410314905
8318215,0.560441,0.56045489,196.660843,2.448054,1.21,0.35,1.12,0.25,-0.2514701,0.69,-0.41,-0.94,15.97,428,1,-0.8383339996104375,1.1353890382998713
8325365,0.59514597,0.59514868,196.299759,2.779065,1.18,0.29,1.17,0.36,-0.2253765,0.54,0.07,-1.1,15.39,388,1,-0.8513716091228325,1.14195147628737
8331094,0.26754196,0.26754305,197.541321,2.897253,1.27,-0.05,0.88,0.15,-0.5726081,0.41,-0.14,-1.29,15.32,430,2,-0.7992386243657634,1.140712292518454
8337518,0.53696688,0.536972,197.815186,-0.483295,1.19,0.35,1.28,0.36,-0.2700525,0.88,-0.47,-0.69,16.86,466,1,-0.8110894099868045,1.0817550703860854
8338209,0.65745904,0.65747056,197.340454,-0.718894,1.18,0.33,1.31,0.45,-0.1821313,0.51,-0.07,-0.21,16.33,473,1,-0.829834246153224,1.0789799968754143
8342007,0.46958596,0.46957399,196.295364,0.458708,1.24,-0.23,0.48,0.22,-0.3282849,0.87,-0.74,-0.73,15.58,491,1,-0.863047861818675,1.1017739969064604
8343291,0.56979207,0.56980081,196.413849,-0.321095,1.18,0.34,1.03,0.26,-0.2442836,0.76,-0.74,-0.3,15.42,474,1,-0.8620879307300804,1.0880208024007452
8351552,0.27415104,0.27415217,196.553986,12.443865,1.25,-0.21,0.57,0.21,-0.5620101,0.38,1.83,6.65,15.61,249,2,-0.7518703884666369,1.307478502546512
8359936,0.63915104,0.63916385,197.950272,14.052027,1.38,0.21,1.01,0.3,-0.1943965,0.33,1.09,4.83,16.39,237,1,-0.6298893270447525,1.3279861212574453
8366927,0.51063491,0.51064673,197.047043,16.088171,1.14,0.3,1.17,0.15,-0.2918895,0.96,-0.7,-0.82,15.24,231,1,-0.6428396700945509,1.3665404444340001
8370218,0.65000411,0.65002742,196.940338,15.54837,1.19,0.27,0.98,0.17,-0.1870839,0.66,-0.7,-0.03,16.28,257,1,-0.6651973378125984,1.3581279574393874
8384110,0.651923,0.6519191,196.733124,18.045458,1.13,0.24,1.07,0.33,-0.1858037,0.7,-0.15,-0.39,16.65,205,1,-0.6073920329865459,1.40046964509277
8386990,0.60755304,0.60756418,196.420059,19.96776,1.14,-0.04,1.29,0.22,-0.2164158,0.73,-0.51,-0.75,15.05,239,1,-0.5555208476172755,1.4334738212479827
8395250,0.50655698,0.50656289,197.798035,19.387695,1.17,0.2,0.95,0.15,-0.2953717,0.91,-0.45,-0.87,16.06,230,1,-0.4481830986196229,1.4142402928910052
8405435,0.66674106,0.66675451,197.6008,23.481667,1.11,0.33,1.08,0.36,-0.1760428,0.61,-0.64,-0.7,15.93,260,1,-0.11208504456307722,1.4725866497851758
8421216,0.63802398,0.63802869,196.279251,26.380417,1.17,0.22,1.16,0.36,-0.195163,0.64,-0.01,-0.63,16.79,278,1,0.34810591931026913,1.5159231751121949
8428593,0.46827201,0.46826544,197.797073,28.582657,1.16,0.29,1.22,0.06,-0.3295018,1.05,-0.33,-0.96,15.75,299,1,0.9163153105895425,1.4904937279106376
8453011,0.58981607,0.58981591,197.836777,3.4279,1.17,0.33,1.1,0.27,-0.2292834,0.67,-0.59,-0.2,15.67,353,1,-0.7829197958596161,1.1488978867103072
8482990,0.63185103,0.63185068,197.730881,33.724323,1.17,0.09,1.26,0.39,-0.1993853,0.75,0.41,1.53,16.28,265,1,1.5995593528677627,1.4343639391665
8491405,0.500718,0.50072518,197.871628,35.547771,1.15,0.2,0.95,0.14,-0.3004068,0.62,-1.06,0.76,16.44,243,1,1.6973850574420455,1.406019792114112
8503727,0.47958192,0.47958245,196.398453,39.295296,1.15,0.31,1.07,0.07,-0.3191372,0.99,-0.49,-0.96,15.73,219,1,1.923370288990271,1.3522985577377264
8520012,0.31719797,0.31720489,196.512436,46.111958,1.17,0.12,0.78,0.06,-0.4986696,0.47,0.01,-1.39,15.73,233,2,2.0108810976852673,1.2356407505344253
8530918,0.49619502,0.49620565,196.544235,47.636662,1.12,-0.28,1.03,0.1,-0.3043476,1.01,-0.25,-0.32,15.31,215,1,2.022801696476388,1.209338638706871
8535481,0.65244304,0.65244679,197.557617,49.371338,1.15,0.34,0.83,0.28,-0.1854574,0.42,-0.26,-0.68,15.32,180,1,2.0059592691946424,1.1774689265654545
8540533,0.52653094,0.52653817,197.300735,6.73072,1.18,0.25,1.22,0.29,-0.2785761,0.79,0.43,4.24,15.36,323,1,-0.7780328739540323,1.2072616968969978
8556012,0.64123497,0.64124064,197.938385,52.869282,1.15,0.35,1.13,0.34,-0.1929828,0.38,0.74,1.74,16.11,185,1,2.0234474682996257,1.1166965620110119
8561625,0.57692598,0.57693957,197.769806,54.540668,1.17,0.32,0.91,0.08,-0.2388799,0.65,-0.42,-0.04,16.17,189,1,2.038352580111658,1.0882651484960244
8564618,0.59367997,0.5936795,197.846405,53.291298,1.14,0.32,1.2,0.38,-0.2264476,0.8,-0.98,0.04,15.74,227,1,2.0285263764229295,1.109610525247915
8574195,0.57606103,0.57605109,196.781326,58.010883,1.23,-0.12,0.69,0.16,-0.2395315,0.77,-0.26,-1.26,15.83,188,1,2.0751615740362173,1.0296395389215347
8578437,0.51324095,0.51324358,196.405792,59.999321,1.11,0.02,0.92,0.28,-0.2896787,0.6,-0.93,0.31,15.36,154,1,2.088687875739174,0.9955183520450457
8581632,0.55275604,0.55276012,197.585358,61.922729,1.22,0.34,1.07,0.33,-0.2574665,0.58,-1.02,0.57,15.45,176,1,2.077797021206729,0.9610306460256377
8595866,0.331941,0.33193814,196.690414,7.928582,1.16,0.12,1.04,0.38,-0.4789391,0.38,0.42,-0.24,15.63,318,2,-0.7968649765830502,1.2297589909552045
8607779,0.514024,0.51401877,196.55722,10.96988,1.16,0.24,1.02,0.26,-0.2890166,0.41,-1.65,2.68,14.71,171,1,-0.7715926090141743,1.282310854732754
8610884,0.59242094,0.59242477,197.497513,9.661546,1.15,0.31,1.31,0.52,-0.2273696,0.54,-0.67,-0.53,15.77,277,1,-0.7352199474026122,1.2565148883882775
8610949,0.58383402,0.58383815,196.021317,10.491907,1.14,0.3,1.1,0.14,-0.2337106,0.59,-0.61,-0.48,15.5,252,1,-0.8083666963536942,1.2758182299153351
8611846,0.60157101,0.60156073,197.006241,10.280703,1.23,0.36,0.94,0.11,-0.2207131,0.52,-0.17,-1.11,16.53,269,1,-0.7543487560044682,1.2689416326624772
8618638,0.70263196,0.70262504,196.667221,9.688766,1.2,0.35,0.99,0.09,-0.1532721,0.39,-0.01,-0.89,16.05,285,1,-0.7802843486891042,1.2600230001847863
8620327,0.66573394,0.66573226,199.819214,2.007649,1.12,0.32,1.04,0.22,-0.1766993,0.66,-0.05,-0.38,16.56,335,1,-0.7160562322157134,1.1171678009090504
8627194,0.62320596,0.62319236,199.230148,1.90519,1.21,0.31,1.19,0.2,-0.2053684,0.57,0.06,-0.63,16.49,359,1,-0.7398101633353562,1.1178484793173282
8630471,0.57643096,0.57642127,199.734268,1.600341,1.19,0.33,1.54,0.48,-0.2392527,0.79,-0.19,-0.91,16.87,379,1,-0.7232295354414102,1.1106228162140717
8631163,0.64880203,0.64882256,198.67334,1.326809,1.12,0.34,1.16,0.35,-0.1878878,0.52,0.19,-1.17,15.7,71,1,-0.7662344482105503,1.1100643108534334
8637808,0.347241,0.34724228,199.372986,0.552578,1.24,-0.07,0.84,0.44,-0.459369,0.38,0.03,-1.44,15.31,343,2,-0.7461282552275748,1.0942865344154047
8640362,0.34419099,0.34418496,199.527618,-0.55007,1.21,0.03,0.95,0.36,-0.4632005,0.4,0.02,-1.04,15.92,444,2,-0.7494967406839237,1.0749133797182677
8641088,0.59964788,0.59965361,199.18454,0.099324,1.13,0.36,0.95,0.2,-0.2221037,0.63,-0.42,-0.94,16.0,489,1,-0.7567747636647404,1.0872703108223876
8646040,0.62386511,0.62387706,199.32132,0.036512,1.23,-0.13,0.23,0.12,-0.2049093,0.92,-0.66,-0.69,16.07,480,1,-0.7522718141945965,1.0856820612030726
8649255,0.493882,0.49386868,198.994232,12.745577,1.2,0.35,1.14,0.34,-0.3063768,1.01,-0.28,0.84,16.51,228,1,-0.5950176485899057,1.3004797322460149
8669917,0.55421899,0.5542249,198.689423,16.519341,1.27,-0.04,0.73,0.39,-0.2563186,0.71,-0.79,-0.12,15.71,228,1,-0.504347793948801,1.3630323326374916
8678641,0.632783,0.63276887,198.175491,18.277149,1.14,0.29,1.14,0.4,-0.1987452,0.85,-0.14,0.04,16.9,221,1,-0.4713610710861076,1.3942562729556702
8680084,0.66962213,0.66963085,198.664917,17.196907,1.1,0.27,1.1,0.17,-0.1741702,0.8,-0.75,-0.28,15.7,205,1,-0.4797561047882013,1.3737835608297768
8681167,0.64714604,0.64715559,198.997238,17.741034,1.12,0.3,0.87,-0.1,-0.1889977,0.86,-0.27,-0.66,16.68,211,1,-0.43095669890244004,1.3794558808987583
8683059,0.62743899,0.62744861,198.367615,18.086958,1.11,0.34,1.15,0.37,-0.2024285,0.85,-0.4,-1.08,16.75,187,1,-0.4643797540781307,1.3898231366556046
8686093,0.74023208,0.74020016,199.049606,17.802996,1.13,0.36,1.21,0.43,-0.1306321,0.46,-0.04,-0.63,16.54,211,1,-0.424132461527142,1.3799445730893165
8686111,0.63942807,0.63942869,198.162842,18.095072,1.12,0.33,1.37,0.53,-0.1942083,0.72,-0.2,-0.05,16.76,192,1,-0.4807683957543567,1.391533559322559
8729307,0.56839795,0.56839152,199.533493,27.962011,1.18,0.31,1.07,0.17,-0.2453475,0.67,-0.38,-0.32,16.7,255,1,0.7415554925873509,1.4665129039882354
8730052,0.69431109,0.6943088,199.532349,28.896784,1.21,0.0,0.89,0.22,-0.1584459,0.62,-0.01,-1.06,16.13,280,1,0.893468950680937,1.4634585777972453
8735344,0.40332598,0.40331845,199.97522,29.706247,1.14,0.19,1.07,0.32,-0.3943438,0.49,-0.46,-0.02,16.15,285,2,0.9946282341265285,1.4526898963124404
8738578,0.63120001,0.63121086,198.789398,30.230989,1.12,0.38,1.01,0.07,-0.199833,0.4,-0.24,-0.05,16.64,277,1,1.1369598346266656,1.4650991872941201
8742110,0.61122302,0.61121791,198.852982,3.903851,1.16,0.35,1.42,0.48,-0.2138003,0.51,-0.14,-0.59,15.87,307,1,-0.7361798784912086,1.153313569717853
8745394,0.52210794,0.52209441,198.70195,3.861197,1.16,0.31,1.26,0.44,-0.2822397,0.76,-0.68,-0.72,15.63,317,1,-0.7429168494039047,1.1531913966702132
8747835,0.56013602,0.56013435,198.504593,4.480053,1.1,0.33,0.99,0.4,-0.2517065,0.84,-0.73,-0.26,15.9,241,1,-0.7452730438940982,1.1644836769306166
8750363,0.56131998,0.56131177,199.471054,4.792229,1.13,0.22,1.22,0.34,-0.2507895,0.77,-0.67,-0.4,16.12,295,1,-0.700610068335564,1.1657228606995327
8756859,0.29039504,0.29039119,199.340317,-1.152368,1.24,-0.16,0.87,0.47,-0.5370108,0.32,0.4,0.28,16.48,445,2,-0.7608064742368477,1.0653315221248187
8775452,0.59322794,0.59321725,198.097015,32.154686,1.2,0.37,1.08,0.35,-0.2267784,0.64,-0.3,-0.93,16.0,242,1,1.4317808518735484,1.452480456802201
8780321,0.285804,0.28580511,199.312164,33.920971,1.23,-0.23,0.68,0.12,-0.5439317,0.38,-0.0,-1.24,15.62,236,2,1.487631387937367,1.4176960448099538
8786633,0.67738909,0.67738316,199.264343,36.116112,1.21,0.28,1.1,0.3,-0.1691618,0.41,-0.31,-0.42,14.76,202,1,1.628653991498508,1.3874145822878523
8797911,0.53925999,0.53925188,199.485886,37.980606,1.18,0.18,1.16,0.24,-0.2682018,0.5,-0.85,0.21,15.09,244,1,1.7004742902180752,1.357935971221668
8799313,0.32755905,0.32755453,198.840195,37.709221,1.17,0.12,1.02,0.37,-0.4847104,0.52,0.76,-0.23,16.31,280,2,1.7275792535015473,1.3662960983387211
8802205,0.55665601,0.55666086,199.200958,39.272022,1.15,0.3,1.3,0.31,-0.2544131,0.6,-0.52,-0.87,16.17,235,1,1.763044343902072,1.3396623739532876
8807945,0.52112007,0.52110597,199.88559,41.992893,1.2,0.28,1.26,0.55,-0.2830622,0.87,-0.05,1.43,16.64,234,1,1.8080912918960461,1.29266065719708
8820406,0.504361,0.50436926,199.732773,43.516838,1.2,0.27,1.16,0.24,-0.2972585,0.84,-1.1,0.23,15.88,228,1,1.8495254083383905,1.268749646444758
8820713,0.64876603,0.64874866,198.754425,44.144142,1.18,0.36,0.92,0.28,-0.1879119,0.41,-0.48,-0.45,15.04,165,1,1.9002446764013463,1.262483914430098
8823736,0.6651131,0.66512897,199.365555,45.887833,1.17,0.35,0.97,0.23,-0.1771045,0.38,0.2,-0.92,15.3,211,1,1.9065278617085255,1.23119016094184
8827417,0.53347798,0.53348534,198.314484,46.818806,1.22,0.2,1.09,0.39,-0.2728835,0.96,0.22,0.29,16.51,190,1,1.9556239735671266,1.2190426693479595
8854248,0.34747903,0.34748625,199.176849,-3.341861,1.18,0.03,0.94,0.3,-0.4590714,0.48,-0.04,-1.12,15.81,336,2,-0.7815584390430601,1.0284527150301788
8866444,0.61643104,0.61641448,198.086838,53.694553,1.07,0.35,1.24,0.33,-0.2101155,0.45,-0.45,-1.1,15.16,241,1,2.025821116082338,1.102245235804499
8867725,0.50545198,0.50543881,199.447433,53.691292,1.23,0.27,1.09,0.16,-0.2963201,0.8,-0.92,0.29,16.12,218,1,1.995400027220077,1.0994701622938279
8869325,0.45036393,0.45036414,199.834549,55.408535,1.15,0.22,1.11,0.19,-0.3464364,1.07,-0.41,-1.01,16.7,200,1,2.0016483059422168,1.0693806859894457
8896747,0.36206204,0.36206198,199.949509,8.776962,1.14,0.15,1.1,0.14,-0.441217,0.42,0.15,-1.24,16.36,290,2,-0.6226636639414966,1.2297938975402445
8901601,0.46226307,0.46225764,199.769562,8.11527,1.2,0.28,1.16,-0.05,-0.3351108,1.03,-1.07,-0.19,15.04,270,1,-0.642246258148873,1.2198455208038768
8902279,0.7123639,0.71235828,199.782654,7.948462,1.16,0.32,0.99,0.29,-0.1472981,0.5,1.27,5.79,15.5,302,1,-0.6442359334961463,1.217000634123126
8907563,0.5131691,0.51316672,199.670395,10.252372,1.17,0.16,1.06,0.39,-0.2897395,0.74,-0.64,-0.18,16.72,259,1,-0.6099925735720184,1.2556596770548005
8907625,0.35952103,0.35951638,199.576004,9.334708,1.18,-0.04,0.93,0.23,-0.4442757,0.39,-0.01,-0.98,16.57,257,2,-0.6315473898341484,1.2410861778006477
8914489,0.49041111,0.49041679,198.905594,10.491501,1.14,0.34,1.12,0.21,-0.3094397,0.71,-1.31,0.79,15.37,266,1,-0.6461208890883015,1.263880177831694
8922628,0.51687997,0.51688561,200.621536,2.425805,1.16,0.27,1.28,0.23,-0.2866103,0.76,-0.41,-0.1,16.52,202,1,-0.6807482214478675,1.1205537396579195
8927173,0.558606,0.5585838,201.717773,1.624744,1.16,0.18,1.06,0.78,-0.2528944,0.76,-0.61,-0.39,16.43,317,1,-0.6486341632111721,1.1016343705663008
8929826,0.65795107,0.65795099,201.575409,2.641688,1.06,0.35,1.22,0.23,-0.1818064,0.63,-1.02,0.12,15.15,294,1,-0.6417226593732757,1.1192971025964835
8930253,0.48387502,0.48387564,201.470917,2.159174,1.1,0.24,1.19,0.24,-0.3152668,0.96,-0.62,-0.92,14.9,302,1,-0.651513956476963,1.1118270933979477
8933546,0.50578798,0.50579814,201.603928,-0.436719,1.21,0.26,1.16,0.01,-0.2960315,0.75,-0.91,0.36,16.56,385,1,-0.6751806211340075,1.0677924363701308
8951269,0.66869796,0.66871826,200.217743,11.086424,1.15,0.3,0.84,0.26,-0.17477,0.77,-0.23,-1.24,14.84,202,1,-0.5640904142445677,1.2658698531789672
8952153,0.52134895,0.52133127,200.632919,12.711329,1.2,0.29,1.14,0.19,-0.2828715,0.79,-0.48,-0.47,15.49,239,1,-0.5018345198259304,1.2889081993052924
8955278,0.54752115,0.5475111,201.820618,11.159245,1.3,-0.12,0.6,0.46,-0.2615991,0.9,-0.46,-1.02,16.29,200,1,-0.48043678319647753,1.2556596770548005
8972895,0.35347003,0.35346922,201.386551,16.828897,1.18,-0.1,0.66,0.1,-0.4516474,0.47,-0.93,-0.25,15.5,185,2,-0.3117158044061874,1.3443573096411523
8999679,0.33879204,0.33879447,200.15918,22.977123,1.23,-0.07,0.82,0.26,-0.4700668,0.38,0.14,-1.52,15.1,273,2,0.04194026192542388,1.434573378676739
9001883,0.30982503,0.30982195,200.140488,22.448383,1.19,0.07,0.79,0.09,-0.5088835,0.44,-0.02,-1.52,15.21,216,2,-0.013840460968314261,1.4294944705534356
9011013,0.72330206,0.72328884,200.115982,23.860775,1.13,0.28,1.33,0.66,-0.1406803,0.44,0.22,-0.32,16.34,256,1,0.1399230461323855,1.4430731321339516
9014689,0.5549521,0.55495058,200.686188,23.678465,1.2,0.12,0.9,0.23,-0.2557445,0.7,-0.5,-0.72,15.64,281,1,0.1508313539573498,1.4335436344180625
9017843,0.271205,0.27120913,200.494827,25.909035,1.21,-0.01,0.93,0.37,-0.5667023,0.49,0.35,-0.46,16.46,249,2,0.42821653197680876,1.4496879299990102
9017927,0.65670996,0.6566948,200.087662,26.295805,1.11,0.18,1.17,0.09,-0.1826264,0.92,0.1,-0.12,16.33,268,1,0.4751135289778965,1.4571928457825856
9018303,0.56640398,0.56641902,201.793243,25.528849,1.2,0.19,0.83,-0.03,-0.2468737,0.72,-0.17,-1.04,16.5,217,1,0.4126481950490195,1.4283250999545996
9022659,0.51774999,0.51774452,201.763596,25.139877,1.14,0.32,1.22,0.18,-0.2858799,0.92,-0.87,-0.44,16.32,273,1,0.36575119804793177,1.4270684628931636
9025455,0.39287401,0.39287081,201.28334,26.164223,1.16,0.04,0.85,0.28,-0.4057467,0.45,4.45,35.23,15.18,267,2,0.4806636759992382,1.4383432898610469
9038263,0.33783505,0.33783032,201.608002,30.885332,1.24,-0.06,0.63,0.16,-0.4712953,0.36,0.28,-0.86,15.8,237,2,1.067495730397292,1.4220942745249798
9041967,0.58709502,0.58710079,200.491745,29.135283,1.2,-0.02,0.52,0.22,-0.2312916,0.58,-0.22,-0.97,15.84,224,1,0.8955982523683703,1.4482393067198547
9054729,0.47915299,0.47914076,201.881332,3.181937,1.15,-0.35,0.69,0.54,-0.3195258,0.84,-0.6,-0.55,16.26,271,1,-0.6231523561320564,1.12654021899226
9063194,0.575786,0.57579327,200.791473,-2.082048,1.12,0.32,0.95,0.3,-0.2397389,0.78,-0.4,-1.11,15.27,467,1,-0.7182553470732262,1.0438116124477286
9066685,0.46686305,0.46687314,201.304642,-2.613052,1.2,0.03,0.7,0.07,-0.3308105,1.04,-0.84,-0.47,16.42,452,1,-0.7057587896289483,1.032606598649925
9070238,0.613909,0.61390308,201.022385,-2.09085,1.2,0.07,0.89,0.28,-0.211896,0.92,-0.48,-0.88,16.39,447,1,-0.7105933516569714,1.0426596951414124
9072660,0.57118895,0.57119029,200.81601,-1.337823,1.17,0.24,0.88,0.12,-0.2432202,0.51,-1.17,0.35,15.18,82,1,-0.7109773240924095,1.0562907165994881
9073923,0.70378207,0.70377402,201.151428,31.055796,1.09,0.33,1.48,0.41,-0.1525618,0.62,-0.14,0.19,16.32,240,1,1.105927880526207,1.4270161030156037
