ID,Porig,Pnew,ra,dec,ug,gi,iK,JK,logP,Ampl,skew,kurt,magMed,nObs,LCtype,lab,bab
1882354,0.69506705,0.69508627,175.683731,24.106068,1.16,0.19,1.14,0.32,-0.1579733,0.72,-0.1,-0.71,16.19,313,1,-2.4407556924514697,1.2956277169254704
1885158,0.66741813,0.66742856,175.642807,26.448772,1.25,-0.07,0.57,-0.1,-0.175602,0.68,0.09,-0.73,16.56,273,1,-2.5910983542182615,1.3025043141783283
1890167,0.65128399,0.65128057,175.543167,25.665697,1.15,0.15,1.05,0.33,-0.1862296,0.77,-0.54,-0.28,16.54,269,1,-2.5411295777336633,1.2991009221369394
1913043,0.63150603,0.63148825,175.526489,3.597457,1.17,0.22,1.46,0.84,-0.1996225,0.31,-0.14,-0.47,16.63,548,1,-1.6618152472864,1.0685603812410083
1915212,0.30975306,0.30974931,175.499115,3.991697,1.19,0.09,1.11,0.29,-0.5089844,0.45,-0.16,-0.85,15.53,596,2,-1.6705942534239329,1.0740232617997505
1918275,0.27299802,0.27299753,175.957916,4.552506,1.28,-0.17,0.73,0.37,-0.5638405,0.33,-0.13,-1.28,15.43,567,2,-1.6680809793010605,1.0866070857066297
1925869,0.26721301,0.26721024,174.2211,-2.774764,1.19,-0.06,1.04,0.37,-0.5731424,0.43,0.09,-0.25,16.76,398,2,-1.5880750863896402,0.961850950774075
1931336,0.56539401,0.56539152,174.90892,-2.978814,1.19,0.3,1.29,0.28,-0.2476488,0.56,-0.82,0.2,14.6,305,1,-1.5667122563452303,0.9646085709922261
1936459,0.64924498,0.64923438,174.165817,-1.421283,1.17,0.2,1.1,0.55,-0.1875914,0.47,0.09,-0.92,16.67,431,1,-1.6107294600805266,0.9817477042468103
1950085,0.56835502,0.5683635,175.961838,33.35379,1.13,0.34,1.23,0.39,-0.2453803,0.75,-0.56,-0.44,15.44,236,1,-3.041916900008397,1.294266360108915
2023155,0.60857695,0.60858368,175.922867,-3.059355,1.18,0.27,0.89,0.33,-0.2156845,0.75,-0.84,-0.3,15.78,438,1,-1.5380364967349625,0.971694607755323
2041979,0.65369099,0.65370953,174.510254,53.229332,1.12,0.31,1.45,0.31,-0.1846275,0.61,-0.57,-0.3,16.57,276,1,2.53913990238639,1.0570935680554057
2044369,0.53495198,0.53495714,175.156052,53.989586,1.21,0.18,0.9,0.11,-0.2716852,0.87,-0.29,-0.87,16.86,253,1,2.512959963606475,1.0497980917820693
2050107,0.68644698,0.68647392,174.991837,55.013454,1.08,0.27,1.16,0.39,-0.163393,0.73,-0.95,-0.2,14.85,190,1,2.496658588392849,1.0338457824188412
2075949,0.47780303,0.4778089,175.245224,8.33285,1.13,0.25,1.19,0.21,-0.3207511,0.67,-0.8,-0.17,16.14,519,1,-1.7787174005849815,1.1322998055238414
2079147,0.61745697,0.61747669,174.118637,7.515447,1.2,0.31,1.15,0.39,-0.2093933,0.45,-0.23,-0.97,16.17,459,1,-1.7922611555804577,1.1088774869620772
2099155,0.29378898,0.29379176,175.629074,9.605528,1.24,-0.2,0.66,0.13,-0.5319645,0.51,0.02,-1.21,16.24,505,2,-1.800883082085309,1.153575369105652
2101707,0.59152704,0.5915193,175.250717,9.190466,1.18,0.2,1.27,0.83,-0.2280254,0.79,-0.07,-0.09,16.74,240,1,-1.8014764940309869,1.1438364318795238
2117028,0.59124285,0.59125591,176.177933,1.466642,1.19,0.29,1.1,0.32,-0.2282341,0.63,-0.78,-0.25,15.56,527,1,-1.602282066500874,1.0430087609918113
2122319,0.35942104,0.35942709,176.834091,1.823943,1.21,0.06,0.92,0.23,-0.4443965,0.48,-0.42,-0.53,15.88,519,2,-1.5887034049203583,1.054161414912055
2125638,0.60632001,0.60630922,177.808304,0.751539,1.18,0.33,1.17,0.31,-0.2172981,0.5,-0.5,-0.88,15.86,542,1,-1.540689397197994,1.045871100965082
2145400,0.56473603,0.56472597,176.029739,11.543575,1.18,0.25,1.04,0.4,-0.2481545,0.7,-1.12,0.51,15.7,349,1,-1.8453715247186446,1.1833681394371955
2148637,0.27226706,0.2722684,177.867767,11.940934,1.27,-0.22,0.61,0.05,-0.5650049,0.45,-0.1,-1.28,16.14,339,2,-1.794006484832451,1.2094957183395505
2177764,0.31585198,0.31585449,177.858643,18.544559,1.15,0.14,0.91,0.1,-0.5005164,0.41,-0.08,-1.23,16.09,134,2,-2.065370276932529,1.287162870053298
2196029,0.29256401,0.29256699,176.845123,21.044695,1.23,-0.07,0.55,0.08,-0.5337791,0.54,0.25,-0.49,16.77,265,2,-2.2324157396409063,1.2947201457144335
2197514,0.62961302,0.62962631,177.293259,21.614817,1.21,0.19,1.1,0.35,-0.2009263,0.54,-0.06,-0.91,16.12,260,1,-2.2545988744337553,1.3055411870767986
2204856,0.49372202,0.49371441,176.771942,24.685509,1.17,0.06,0.72,0.49,-0.3065175,1.04,-0.79,-0.35,16.81,281,1,-2.4623628685911596,1.314843791989928
2223492,0.287496,0.28750045,177.734146,28.921621,1.2,-0.02,0.86,0.21,-0.5413682,0.53,0.31,-0.37,16.21,280,2,-2.7618788215259062,1.33584010289142
2224033,0.611205,0.61119424,176.610779,28.78204,1.13,0.36,1.25,0.33,-0.2138131,0.53,-0.45,-0.65,16.23,253,1,-2.747602028244593,1.318840595976995
2224955,0.59780604,0.59780785,177.295609,28.007145,1.15,0.31,1.25,0.27,-0.2234397,0.56,-0.98,2.67,15.47,139,1,-2.69321756875245,1.32967909063188
2227132,0.64265501,0.64264492,177.154099,27.24494,1.22,0.02,0.72,0.41,-0.1920221,0.88,-0.02,-0.37,16.05,260,1,-2.6380477110969096,1.3271134566314482
2229607,0.57518096,0.57516685,177.488724,30.280064,1.2,0.05,0.85,0.18,-0.2401955,0.67,-0.45,0.92,16.54,290,1,-2.8598616057328687,1.329364931366521
2230438,0.46587703,0.46587797,176.165955,30.755045,1.21,0.15,1.26,0.41,-0.3317287,0.78,0.9,7.9,16.16,246,1,-2.8793918400626843,1.308368620465029
2230712,0.45583797,0.45584519,177.779404,30.436691,1.23,-0.27,0.32,-0.2,-0.3411895,0.87,0.34,4.02,15.72,242,1,-2.874382745109461,1.3332046557209085
2241015,0.64740403,0.64741885,176.42012,4.535115,1.12,0.34,0.92,0.21,-0.1888246,0.6,-0.36,-0.85,16.25,501,1,-1.653228227366589,1.0907784226188961
2243683,0.57977689,0.579765,176.808884,3.537556,1.12,0.28,1.15,0.23,-0.2367391,0.57,-0.52,-0.53,15.4,531,1,-1.6210618092523328,1.0796606752836921
2248787,0.56352411,0.56354118,176.580627,3.133449,1.19,0.37,0.76,0.09,-0.2490875,0.7,-0.46,-0.79,15.75,540,1,-1.620468397306655,1.0715798008469586
2252873,0.70348202,0.70346847,177.173218,-2.852527,1.19,0.36,1.1,0.18,-0.152747,0.32,0.03,0.63,16.18,397,1,-1.5060271582533868,0.9846624040976409
2264042,0.65537203,0.6553778,176.731003,-1.23615,1.1,0.22,0.91,0.48,-0.1835121,0.81,-0.35,-0.52,16.27,391,1,-1.5419634875519508,1.0064266598700102
2276533,0.58623494,0.58621624,177.310486,33.223064,1.12,0.38,1.28,0.33,-0.2319283,0.65,-0.53,-0.75,16.25,322,1,-3.0586371542425024,1.3135697016359724
2280940,0.56236606,0.5623871,177.147263,36.531551,1.23,-0.08,0.72,0.25,-0.2499809,0.85,0.7,3.34,16.78,310,1,3.033294973503544,1.2864298317674603
2284940,0.517542,0.51755072,176.036682,35.615185,1.14,0.3,1.42,0.57,-0.2860544,0.93,-0.08,-0.88,16.74,310,1,3.1091993426727784,1.2802513662154005
2285108,0.62603397,0.62603914,177.608521,36.008293,1.13,0.32,1.42,0.5,-0.2034021,0.73,-0.36,-0.96,16.23,340,1,3.0499105079825313,1.2966574611841473
2288347,0.80860105,0.80861304,176.687927,37.15667,1.2,0.22,1.24,0.63,-0.0922657,0.49,0.41,0.29,16.46,227,1,3.012281209309533,1.2752946311397366
2293423,0.30907302,0.30907271,177.854919,38.417145,1.22,-0.07,0.39,-0.09,-0.5099389,0.51,0.97,4.1,16.35,285,2,2.9185744817699577,1.2760625760106141
2301515,0.56597389,0.56598659,177.540039,39.464912,1.19,-0.11,0.72,0.18,-0.2472036,0.75,-0.42,-0.89,15.85,256,1,2.879409293355206,1.2613319971237822
2313352,0.75347596,0.75346657,176.061401,43.378033,1.18,0.15,0.96,0.36,-0.1229306,0.33,0.2,-0.73,14.92,241,1,2.7659977985606137,1.2011355912224975
2321260,0.56957406,0.56956827,176.76181,45.951344,1.21,0.34,1.17,0.2,-0.2444498,0.66,-0.42,-1.0,16.03,247,1,2.6676484952107327,1.173873548306346
2333087,0.55146696,0.55146804,176.855728,6.244191,1.22,-0.13,0.61,0.38,-0.2584805,0.74,-0.64,-0.42,15.6,560,1,-1.6760222273976346,1.1198032480795619
2334384,0.55534095,0.55533663,177.787933,6.240351,1.13,0.09,0.92,0.33,-0.2554403,0.7,-0.66,-0.65,15.48,443,1,-1.6447110206168567,1.128669520679693
2341370,0.57989905,0.57990542,177.110657,6.543977,1.2,0.34,1.52,0.65,-0.2366476,0.66,-0.66,-0.66,16.18,562,1,-1.6743816179007602,1.1266100321623396
2357763,0.52142002,0.5214224,177.891815,52.972553,1.16,0.27,1.26,0.2,-0.2828123,0.69,-0.89,-0.55,14.7,231,1,2.4816313035331774,1.0796606752836921
2390130,0.50290899,0.50290677,177.403824,65.68042,1.1,-0.26,0.14,0.25,-0.2985106,0.89,-0.94,-0.12,15.76,225,1,2.3180415927437483,0.8769406826645508
2397296,0.48881599,0.48880281,177.684219,7.447087,1.14,0.21,1.19,0.35,-0.3108546,0.74,1.8,13.49,16.67,522,1,-1.6759698675200747,1.1452326952811194
2407483,0.68787702,0.68787224,176.481964,73.696007,1.19,0.34,1.21,0.28,-0.1624892,0.4,0.13,-1.11,15.86,171,1,2.2533771439573584,0.7441734864653422
2408399,0.52334093,0.52331407,176.143707,74.714638,1.18,0.31,0.92,0.29,-0.2812153,0.79,-0.2,-1.1,14.94,123,1,2.2472161316978188,0.7269121801631183
2414841,0.55960901,0.55961945,176.158966,10.423361,1.25,0.1,1.26,0.33,-0.2521153,0.6,-0.57,-0.44,15.71,522,1,-1.8070091877598085,1.1703305299247977
2419376,0.59567284,0.59566073,176.909409,9.8929,1.15,0.18,1.19,0.27,-0.2249922,0.46,-0.28,-0.76,16.28,391,1,-1.7663430161883413,1.1715173538161539
2436939,0.63050205,0.63049247,178.703064,0.426891,1.17,0.15,1.1,0.43,-0.2003135,0.47,-0.39,-0.89,16.06,530,1,-1.507720127627822,1.0478084164347956
2453514,0.58928895,0.58929113,178.790009,11.176205,1.2,-0.09,0.65,0.15,-0.2296717,0.67,-0.29,-1.1,15.17,310,1,-1.735590314768201,1.2091117459041116
2455568,0.59411799,0.59413312,178.856171,12.924951,1.21,0.09,0.85,0.4,-0.2261273,0.56,-0.57,-0.92,15.19,337,1,-1.7893115491445863,1.2334939955544726
2458783,0.53519605,0.53519779,179.266647,12.784838,1.11,0.26,1.31,0.26,-0.2714871,0.83,1.27,10.15,15.17,336,1,-1.7683326915356146,1.236129442724984
2462460,0.68215694,0.68216171,178.384552,11.824099,1.23,0.32,0.97,0.2,-0.1661157,0.34,-0.38,-0.76,15.28,309,1,-1.7710554051687257,1.213614695374257
2464031,0.59229191,0.59230189,179.636139,14.919282,1.17,0.34,1.18,0.29,-0.2274642,0.6,-0.5,-0.81,16.82,336,1,-1.8318626763082086,1.2682435009616797
2475488,0.553695,0.55369543,178.57402,15.988954,1.16,0.29,1.5,0.41,-0.2567294,0.79,-0.59,-0.79,16.42,288,1,-1.9186579000098867,1.2686623799821581
2495418,0.54377007,0.54375532,178.956223,19.343767,1.1,-0.01,1.1,0.3,-0.2645847,0.24,12.66,174.83,14.88,216,1,-2.0702746521306334,1.309991776669384
2505387,0.33003204,0.33003477,179.523834,21.014725,1.21,-0.03,0.77,0.2,-0.4814439,0.41,-0.07,0.97,16.24,257,2,-2.1512055695456107,1.3332221090134286
2510665,0.61999702,0.61999481,178.821472,22.001234,1.24,0.32,0.73,0.01,-0.2076104,0.59,0.32,0.16,16.61,153,1,-2.2380007932472887,1.3308659145232362
2510767,0.640606,0.64061031,178.149414,22.625664,1.15,0.3,0.42,-0.43,-0.193409,0.36,-0.28,0.09,16.43,163,1,-2.2974467075702147,1.3251761411617347
2512872,0.54413806,0.54412562,179.667587,22.385695,1.16,0.23,1.37,0.96,-0.2642909,0.8,-0.34,-0.91,16.74,278,1,-2.2399032021319627,1.3460851856006266
2526967,0.35562706,0.35563393,179.86937,25.063135,1.2,-0.09,0.85,0.19,-0.4490052,0.49,0.69,3.01,16.91,190,2,-2.4424137552408647,1.3641318900662482
2532058,0.63248903,0.63250231,178.638504,25.392666,1.15,0.15,1.04,0.22,-0.198947,0.37,0.08,-0.95,15.86,271,1,-2.4873908900647583,1.346277171818346
2532118,0.33837799,0.33837716,178.934433,25.89501,1.11,0.13,1.45,0.54,-0.4705979,0.51,0.06,-0.88,16.49,273,2,-2.5231177798530826,1.3523683709078063
2552794,0.69193596,0.69194804,178.194962,4.020786,1.19,0.32,1.41,0.54,-0.1599341,0.26,9.22,105.49,16.3,502,1,-1.585457092511648,1.0992083629060287
2554750,0.28157299,0.2815749,179.027618,3.025216,1.22,0.0,0.95,0.32,-0.550409,0.41,-0.27,-1.31,15.48,285,2,-1.5394851200141186,1.0909005956665356
2564971,0.58727593,0.58728647,179.970184,4.59946,1.23,0.12,1.01,0.36,-0.2311578,0.44,-0.48,-0.69,15.22,512,1,-1.535121796884133,1.122840120978032
2566499,0.57095003,0.57093825,178.466919,-2.682833,1.18,0.23,1.21,0.27,-0.2434019,0.54,-0.86,0.24,15.32,366,1,-1.4709809468733406,0.9968622555690813
2568913,0.53825603,0.53826366,178.7939,-2.444434,1.18,0.35,1.24,0.52,-0.2690111,0.76,-0.51,-0.25,16.84,439,1,-1.4644534154708815,1.0029709079510614
2574370,0.54651112,0.54652086,178.900757,-2.902212,1.11,0.34,1.15,0.26,-0.262401,0.69,-0.7,-0.32,15.54,433,1,-1.4554126099455518,0.9963910166710428
2584911,0.37973305,0.3797312,179.111557,32.90287,1.21,-0.05,0.77,0.3,-0.4205216,0.48,0.23,-0.96,16.49,336,2,-3.0767187652931636,1.3401510661438458
2587263,0.67962399,0.67964302,178.43631,32.392738,1.19,0.03,0.91,0.28,-0.1677313,0.6,1.04,2.38,16.21,310,1,-3.0256155247947696,1.334007507176826
2590360,0.66889908,0.66891258,178.278717,34.113052,1.13,0.27,1.31,0.52,-0.1746394,0.67,-0.47,-0.2,16.62,259,1,-3.137403863385007,1.3205335653514296
2593243,0.65945703,0.65947018,179.422974,34.272827,1.21,0.35,1.68,0.81,-0.1808135,0.66,2.93,16.15,16.85,307,1,3.104678939910113,1.3340424137618658
2602711,0.33517599,0.33517361,179.475647,35.024818,1.15,0.15,0.9,0.17,-0.4747271,0.48,0.04,-1.42,15.6,345,2,3.0550068693983548,1.3282304673527248
2612592,0.5715651,0.57154721,179.517593,40.096584,1.15,0.34,1.22,0.35,-0.2429343,0.71,-0.59,-0.77,15.82,270,1,2.792212643925568,1.2734620354251427
2623858,0.59648689,0.59647205,178.720642,41.322914,1.13,0.34,1.15,0.14,-0.2243991,0.72,-0.71,-0.6,16.3,399,1,2.7681096469555264,1.2507553018566964
2631092,0.52673491,0.52673818,179.583939,44.699505,1.19,0.1,0.89,0.17,-0.2784079,0.77,-1.08,0.83,15.36,240,1,2.6294781444696174,1.2123406050203012
2642429,0.47288703,0.47289715,178.963638,48.924557,1.22,-0.17,0.81,0.63,-0.3252426,1.0,-0.61,-0.71,16.83,242,1,2.539087542508831,1.1466638652677545
2653982,0.60707899,0.60709426,178.076553,6.715957,1.16,0.32,1.08,0.34,-0.2167548,0.9,-0.78,-0.16,16.2,534,1,-1.6453916990251338,1.1383735513207816
2657618,0.46987106,0.4698682,178.268661,5.846889,1.18,0.3,0.98,0.06,-0.3280213,1.0,-1.04,-0.12,16.4,410,1,-1.6197004524357776,1.1272907105706176
2660232,0.61434199,0.61435978,178.046127,5.086327,1.16,0.25,1.38,0.39,-0.2115898,0.67,-0.06,-0.88,16.92,497,1,-1.611445045073845,1.113938941792861
2667036,0.55986511,0.55986729,179.64888,-3.183789,1.16,0.34,1.07,0.46,-0.2519166,0.77,-0.24,-0.68,16.84,241,1,-1.4297737232337546,0.9968622555690813
2669011,0.59115001,0.59114679,179.175461,-3.469707,1.18,0.31,1.14,0.33,-0.2283023,0.61,-0.42,-0.98,15.44,450,1,-1.4402806053307602,0.9891304469827464
2672050,0.55654399,0.55655494,179.640244,52.029728,1.17,-0.04,0.79,0.3,-0.2545005,0.88,-0.96,0.1,16.62,260,1,2.462816654196679,1.1029084609202566
2681145,0.33749403,0.33749627,178.045822,55.802349,1.15,0.17,1.06,0.25,-0.4717339,0.41,-0.12,-1.23,16.55,220,2,2.4317497935111794,1.0367081223921117
2683009,0.60625398,0.60626154,179.592194,55.161514,1.12,0.26,1.16,0.29,-0.2173454,0.87,-0.47,-0.82,15.35,180,1,2.413825262093198,1.0533934700411776
2686501,0.44050901,0.44049691,178.635452,57.18354,1.09,0.2,1.01,0.09,-0.3560452,0.33,-0.83,0.73,14.77,149,1,2.401730130376877,1.0174222341575745
2686769,0.594436,0.59444321,178.101654,57.05117,1.26,-0.06,0.58,-0.05,-0.2258949,0.61,-0.08,-0.36,16.72,197,1,2.412306825643963,1.0173698742800146
2686860,0.56343497,0.56342256,178.099258,58.476742,1.18,0.25,1.05,0.39,-0.2491562,0.78,-0.41,-0.94,15.59,98,1,2.392654418266506,0.9948202203442479
2698843,0.51752508,0.51751705,178.011932,64.770317,1.19,0.27,0.92,0.17,-0.2860686,0.94,-0.51,0.14,15.53,179,1,2.3207119464993005,0.8933467776332976
2714034,0.61086902,0.6108489,179.242599,7.257796,1.08,0.33,1.05,0.17,-0.2140519,0.47,-0.28,0.06,16.01,536,1,-1.6159479945439896,1.1571183874872006
2723487,0.46760506,0.46760676,179.265488,9.453286,1.2,0.24,1.19,0.16,-0.3301208,0.89,-1.3,0.63,15.36,381,1,-1.6687442044168188,1.1895466049892554
2730508,0.60812002,0.60810411,178.773087,9.008869,1.18,0.14,0.96,0.23,-0.2160107,0.61,0.62,0.21,16.33,104,1,-1.675708068132276,1.1783590444839716
2732738,0.55675997,0.55674532,179.647293,10.309248,1.13,0.12,1.63,1.05,-0.254332,0.76,0.15,-0.58,16.75,144,1,-1.6770868782413508,1.2055861808150832
2742032,0.62967101,0.62968602,180.503815,1.740051,1.17,0.3,0.93,0.35,-0.2008863,0.6,-0.12,-0.53,16.59,514,1,-1.4687818320158277,1.0818248835561652
2742544,0.60703398,0.60702786,181.647278,2.820167,1.14,0.35,1.42,0.41,-0.216787,0.57,-0.28,-0.88,15.92,496,1,-1.4451326206513047,1.1070448912474833
2751585,0.52118799,0.52118787,180.184967,-0.712536,1.14,0.29,1.64,0.92,-0.2830056,0.89,-0.7,-0.65,16.77,430,1,-1.4445392087056268,1.0403209539437401
2766464,0.57055997,0.57054502,180.82666,12.537754,1.18,0.32,0.79,0.22,-0.2436987,0.67,-0.99,-0.01,15.47,291,1,-1.6949590497817724,1.2489750660196623
2779320,0.56175093,0.56174643,180.86734,13.673056,1.01,-0.03,0.9,0.12,-0.2504562,0.84,-0.6,-0.97,16.32,295,1,-1.7317505904138129,1.2652415346482493
2780833,0.58285496,0.58286504,180.438278,14.667008,1.24,-0.06,0.47,0.12,-0.2344395,0.63,-0.48,-0.4,16.95,325,1,-1.7877931126953515,1.2740379940783007
2792252,0.53919108,0.53919053,180.415146,15.166087,1.21,0.22,1.05,0.35,-0.2682573,0.74,-0.48,-1.03,16.39,321,1,-1.808737063719283,1.2803037260929604
2807982,0.60795103,0.60794269,180.966904,18.301189,1.24,-0.08,0.77,0.27,-0.2161314,0.48,-0.79,0.21,15.23,257,1,-1.9318176825699238,1.3253157675018943
2812086,0.6460211,0.6460211,181.891693,20.102625,1.14,-0.08,1.32,0.16,-0.1897533,0.59,1.09,6.81,14.96,296,1,-1.9969359169618315,1.3569760401330713
2814584,0.6437701,0.64375372,181.074905,20.135197,1.17,0.16,0.94,0.27,-0.1912692,0.38,-0.12,-0.95,16.26,277,1,-2.0353680670907472,1.3464866113285854
2819824,0.73841005,0.73838813,180.987747,22.469391,1.22,0.1,0.83,0.25,-0.1317024,0.76,0.24,-0.56,15.89,309,1,-2.20380979320072,1.3660168456584019
2823121,0.5909939,0.59098785,181.437439,22.022657,1.19,0.33,1.15,0.41,-0.228417,0.59,-0.22,-0.63,16.22,274,1,-2.153038165260205,1.3689140922167127
2826769,0.61193698,0.6119375,181.944397,21.628176,1.19,0.1,0.96,0.25,-0.2132933,0.45,-0.05,-1.06,15.32,309,1,-2.1024061636598494,1.3726316435234605
2839032,0.33714397,0.33714836,180.513809,26.340578,1.2,-0.0,0.85,0.26,-0.4721846,0.34,-0.01,-1.19,15.68,229,2,-2.5443933434348924,1.3779374444495232
2840198,0.52707389,0.52707749,180.79982,26.926664,1.28,-0.03,1.08,0.8,-0.2781285,0.9,-0.26,-0.82,16.76,267,1,-2.596089995878966,1.3833479651307057
2840300,0.60153901,0.60152592,180.233582,25.659044,1.23,0.03,1.01,0.44,-0.2207362,0.76,-0.2,-0.88,16.91,192,1,-2.487303623602159,1.371828792067543
2851826,0.52183896,0.52185121,181.327805,27.949442,1.18,0.3,1.29,0.19,-0.2824635,0.89,-0.79,-0.39,16.43,257,1,-2.6933397418000897,1.391830265295398
2853685,0.59211996,0.5920907,180.82225,28.805218,1.22,-0.09,0.78,0.31,-0.2275903,0.6,0.11,-0.38,16.41,191,1,-2.7721064509425943,1.3830338058653466
2855337,0.50870499,0.50870975,181.514801,27.988419,1.18,0.31,1.18,0.23,-0.293534,0.94,-0.7,-0.56,15.72,248,1,-2.6977903313926745,1.3946751519761489
2855834,0.44477001,0.44477648,181.352158,27.639296,1.16,0.34,1.11,0.37,-0.3518645,0.98,-1.16,0.1,15.62,262,1,-2.6629361062303474,1.3923015041934363
2857355,0.62687291,0.62686016,181.832336,30.842934,1.12,0.07,1.09,0.28,-0.2028205,0.58,-0.01,-0.41,16.89,279,1,-2.980097337902758,1.3905038150638824
2860293,0.33193603,0.33194047,180.708008,30.517042,1.19,-0.09,0.95,0.35,-0.4789456,0.51,0.05,-0.45,16.5,239,2,-2.925154373049976,1.3759303158097296
2873728,0.61884701,0.61886647,180.092072,3.19302,1.15,0.06,0.52,-0.08,-0.2084167,0.5,-0.22,-0.84,16.48,522,1,-1.5060446115459074,1.1018263567840203
2881376,0.33060598,0.33060394,181.087204,-2.178391,1.19,0.06,1.3,0.48,-0.4806893,0.41,0.17,-0.99,16.44,480,2,-1.3977469314596576,1.0222917027706386
2887662,0.30790405,0.30790024,182.001617,-1.20948,1.22,-0.2,0.78,0.17,-0.5115846,0.6,-0.22,-0.7,15.83,599,2,-1.3797176802865572,1.0436370795225294
2889542,0.57091204,0.57090284,180.632401,-1.895742,1.12,0.28,1.02,0.14,-0.2434308,0.91,-0.83,-0.47,16.34,457,1,-1.4153573036122822,1.0240893919001928
2892940,0.53985198,0.53984558,180.664734,-1.743186,1.23,0.1,0.99,0.27,-0.2677253,1.02,-0.47,-0.96,16.82,462,1,-1.4162125149457587,1.0267771989482641
2893479,0.6992589,0.69929023,181.517197,-2.215953,1.12,0.36,1.21,0.34,-0.155362,0.67,-0.44,-0.72,15.18,469,1,-1.3837842974437038,1.0242464715328723
2895745,0.37506799,0.37508086,180.834015,32.027012,1.19,0.01,0.79,0.07,-0.42589,0.5,-0.07,-1.08,16.31,250,2,-3.055338481956233,1.369402784407271
2898747,0.62843303,0.62843468,180.604797,32.530567,1.14,0.08,1.12,0.38,-0.201741,0.71,-0.12,-0.61,16.14,297,1,-3.088691723961845,1.3628752530048123
2902575,0.37912699,0.37912411,181.442795,31.475782,1.16,0.12,1.05,0.28,-0.4212153,0.44,0.6,1.37,15.97,260,2,-3.0261565768628884,1.3813233831983922
2913030,0.28923903,0.28924034,180.321777,35.524696,1.19,0.08,0.95,0.19,-0.5387431,0.43,-0.11,-1.41,14.94,255,2,2.9966430592116637,1.3336409880339073
2914946,0.46040401,0.46041252,181.270172,35.006145,1.1,0.33,1.39,0.38,-0.3368609,0.89,-1.25,0.83,16.56,326,1,2.9951420760549485,1.3498900033699743
2936953,0.32874299,0.32874439,181.729996,41.128338,1.24,-0.16,0.68,0.08,-0.4831435,0.4,0.22,-1.18,15.03,271,2,2.6751534109943087,1.278855102813805
2937427,0.34836298,0.34835939,180.390488,42.347134,1.2,-0.1,0.67,0.13,-0.457968,0.46,0.18,-1.36,15.82,233,2,2.678609162913258,1.2513661670948943
2939499,0.53460289,0.53459359,181.223145,41.192139,1.18,0.39,0.83,0.08,-0.2719687,0.9,-0.25,-1.17,16.9,264,1,2.6911057203575366,1.273933274323181
2967526,0.59615199,0.59615511,181.059311,6.554514,1.19,0.37,1.19,0.25,-0.224643,0.53,-0.62,-0.48,16.11,530,1,-1.532259456910861,1.1618307764675853
2978038,0.48628503,0.48627773,180.864304,-3.262498,1.23,0.25,1.25,0.3,-0.3131091,0.97,-0.64,-0.33,16.67,458,1,-1.3922665976083977,1.0031978007538207
2979506,0.64942514,0.64940631,181.448166,-3.306653,1.2,0.36,1.15,0.28,-0.1874709,0.68,0.28,-0.62,16.67,478,1,-1.373923187169936,1.005903061094412
2989064,0.59877395,0.59877283,181.238205,51.858105,1.19,0.31,1.19,0.22,-0.2227371,0.52,-0.74,0.95,15.67,269,1,2.4309120354702216,1.112979010704264
2992494,0.55012211,0.55012122,180.873932,53.56918,1.12,0.34,1.2,0.3,-0.2595409,0.79,-0.14,-1.43,15.5,83,1,2.4123766388140417,1.0840763582912378
2997346,0.62426099,0.62424411,181.137451,55.60117,1.2,0.13,0.95,0.23,-0.2046338,0.58,-0.36,-0.75,15.93,201,1,2.3792851961962302,1.0522764593199012
3012669,0.59627198,0.5962454,181.019867,62.562668,1.13,0.01,0.99,0.12,-0.2245556,0.74,0.54,2.29,16.12,141,1,2.3059988209049873,0.9374512478311944
3026086,0.39811203,0.39812064,181.63118,7.77262,1.16,-0.03,0.76,0.12,-0.3999947,0.47,0.15,0.35,16.58,552,2,-1.5347552777412137,1.185270548321869
3036295,0.62970494,0.62971447,181.875412,7.816248,1.2,0.1,0.93,0.27,-0.2008629,0.34,-0.33,-0.86,15.09,502,1,-1.5256621123383232,1.1878710889073407
