LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score
23252474,0.451658,0.451674,0.451666,1.000035,287,0.1133429256406408,3.6,1.2,0.1190583076770146,3.9,1.2,16.12,0.88,56,0.1147577191581499,13.6,3.0,0.1022216530111056,14.6,2.8,16.39,0.54,2.2141,2.2506,27.3486,0.0526,8.2493,1.107,1.1148,127.9591,0.0484,6.2378,0.34,4e-05,NaN,NaN,NaN
23262814,0.647323,0.647314,0.647318,0.999986,343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5448,1.5729,35.6443,0.0564,12.8793,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,NaN,NaN,NaN
23266674,0.580552,0.580551,0.580552,0.999998,357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7225,1.7929,14.2005,0.0482,6.1763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN
23270181,0.623522,0.623514,0.623518,0.999987,302,0.0995217994683425,3.0,1.1,0.0950980124621398,3.0,1.2,15.63,0.35,78,0.1016419069221195,2.3,1.8,0.096011165936714,2.3,1.6,15.56,0.26,1.6038,1.6403,27.386,0.0517,7.433,1.6038,1.6505,21.411,0.0226,5.9044,0.09,1e-05,NaN,NaN,NaN
23287933,0.277194,0.277193,0.277194,0.999996,302,0.0709086385909661,2.4,1.2,0.0709086385909661,2.4,1.2,15.28,0.44,141,0.0511188934861478,2.0,1.4,0.0577605107057327,2.3,1.4,15.34,0.32,3.6076,3.6781,14.1733,0.0167,10.7761,3.6076,3.6119,230.4147,0.0087,9.055,0.12,0.0,NaN,NaN,NaN
23291585,0.626576,0.626579,0.626578,1.000005,278,0.0510728633968601,3.5,1.3,0.0529507411722463,3.7,1.3,14.84,0.46,82,0.0314026698668672,1.1,0.9,0.0303938991510607,1.1,0.9,14.82,0.34,1.596,1.6687,13.7561,0.0683,5.7178,1.596,1.6582,16.0772,0.0274,6.0391,0.12,0.0,NaN,NaN,NaN
23316035,0.52432,1.639177,1.081748,3.126291,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9072,1.9411,29.4855,0.0587,9.288,0.0,0.0,0.0,0.0,0.0,0.0,1.03061,NaN,NaN,NaN
23333886,0.463629,0.0,0.231814,0.0,416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1569,2.234,12.9727,0.0862,15.1922,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NaN,NaN,NaN
23338752,0.728313,0.420889,0.574601,0.577896,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.373,1.4298,17.618,0.084,10.1018,0.0,0.0,0.0,0.0,0.0,0.0,0.53502,NaN,NaN,NaN
23341037,0.442505,0.44251,0.442508,1.000011,301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2599,2.3305,14.1523,0.0326,10.1555,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,NaN,NaN,NaN
