LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ
2475488,0.553696,0.553694,0.553695,0.999996,288,0.08135695587871176,1.7,1.1,0.08187016798707795,1.7,1.0,15.83,0.82,143,0.031720254536336714,2.3,1.3,0.032337800575412586,2.3,1.3,15.92,0.67,1.806044799666896,1.8766147996673583,14.170327334468595,0.07545167293005133,9.180052774488855,1.0001648739338291,1.003034873933848,348.4320557468463,0.05640862820926997,6.736554958173812
2505387,0.33003,0.330034,0.330032,1.000012,257,0.12912371744583795,1.7,1.0,0.13179810449433785,1.8,1.0,16.09,0.35,150,0.06243661647755562,1.4,1.2,0.05828969289790462,1.4,1.1,16.11,0.26,3.0300288796561157,3.1006338796534427,14.163302882768328,0.029593775436695443,11.808388332674488,3.0299848858562357,3.0350148858560453,198.80715706518046,0.03477132949209115,12.595123825803013
2512872,0.544139,0.54414,0.54414,1.000002,278,0.08171189947363103,1.2,0.9,0.07998313765561431,1.2,0.9,16.23,0.82,131,0.05191006505782705,9.8,2.5,0.05191006505782705,9.8,2.5,16.21,0.75,1.8377661099949405,1.9202361099954808,12.125621438019266,0.056568928701449486,6.585724460223121,1.8377803978844203,1.9202953978849608,12.119008665011801,0.04080999729937837,3.396776314850565
2532058,0.632491,0.632488,0.63249,0.999995,271,0.07672842417814875,0.7,0.8,0.07459617174988228,0.7,0.8,15.67,0.38,190,0.04784088129538984,1.4,1.1,0.04828348734720805,1.4,1.1,15.61,0.31,1.5810501355806508,1.633295135580993,19.14058761591442,0.06835478204578097,3.890245171959992,1.5810486675611564,1.5857786675611873,211.4164904848729,0.014442700759605163,8.368174671287065
2532118,0.338381,0.99958,0.66898,2.954007,273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9552444624533396,2.958089462453232,351.49384887095175,0.033489955399476384,11.95935607178562,0.0,0.0,0.0,0.0,0.0
2552794,0.691943,0.691941,0.691942,0.999997,502,0.1896385115638082,1.1,0.8,0.1906037522806749,1.1,0.8,16.17,0.22,45,0.05105332529337099,0.6,0.7,0.050864409048729194,0.6,0.7,16.07,0.19,1.4452064010882029,1.4790364010884245,29.559562518281076,0.025296023552130273,9.083079114440773,1.4452271529156848,1.4834371529159351,26.171159382189185,0.11974387817567322,7.7069751644381475
2554750,0.281574,0.281572,0.281573,0.999993,285,0.07876666287489506,2.1,1.1,0.07919586846935414,2.1,1.2,15.23,0.39,46,0.04157554942382341,1.2,0.8,0.04286335225605544,1.1,0.9,15.26,0.31,3.5514660782293586,3.5853060782280775,29.550827424286574,0.056630911299524286,26.63730320883535,1.1838197297375634,1.221289729737809,26.688017080156094,0.07525629173973714,4.680159916854765
2564971,0.587274,0.0,0.293637,0.0,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7027833541289847,1.736723354129207,29.46375957552884,0.04710672943391764,12.30552557100817,0.0,0.0,0.0,0.0,0.0
2566499,0.570946,0.0,0.285473,0.0,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7514780088807196,1.785418008880942,29.46375957552884,0.052131050711957276,8.565085182262093,0.0,0.0,0.0,0.0,0.0
2568913,0.538257,0.538264,0.53826,1.000013,439,0.08373741582763114,1.1,0.8,0.0873398747432172,1.1,0.9,16.27,0.85,34,0.02067252066126035,0.7,0.8,0.025307672769310032,1.0,0.8,16.36,0.66,1.857847694969421,1.8917126949696428,29.529012254346636,0.0591383501440884,9.443598114692671,1.8578237916312712,1.9304987916317473,13.759889920790489,0.10823679934544891,4.887591307138921
2574370,0.546512,0.546524,0.546518,1.000022,433,0.08981394619818328,20.7,2.4,0.09052187743424789,20.7,2.4,15.01,0.73,40,0.05334006214948774,6.1,2.5,0.053864271925896594,6.5,2.6,14.99,0.7,1.8297850619675369,1.8637350619677593,29.455081001279787,0.05162386100797299,11.550675748401206,2.8322420003312874,2.9077820003284276,13.238019592770158,0.042232416745357916,4.430961340316969
2584911,0.379734,0.379726,0.37973,0.999979,336,0.14343615206015806,0.7,0.8,0.15808535609255614,0.7,0.8,16.33,0.4,188,0.05352764612072053,0.8,0.9,0.05561854811524457,0.9,1.0,16.34,0.31,2.633424785820873,2.701199785818307,14.754703062159464,0.059311537455258634,12.750140894468736,2.6334759378820474,2.6383009378818647,207.25388601820885,0.014298940640336188,14.107764111511154
2587263,0.679631,0.679634,0.679632,1.000004,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.471385862367854,1.539150862368298,14.75688039538772,0.078019925448937,4.018448121300543,0.0,0.0,0.0,0.0,0.0
2590360,0.668894,1.99977,1.334332,2.989667,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.495004922545783,1.5628649225462277,14.736221632676816,0.2000188914355809,5.986037705196704,0.0,0.0,0.0,0.0,0.0
2593243,0.659467,0.659471,0.659469,1.000006,307,0.15401737362139975,1.3,0.8,0.15523711108651223,1.3,0.8,16.6,0.57,140,0.07717209106059211,2.5,1.5,0.07908243467932981,2.6,1.6,16.58,0.44,1.5163757431705382,1.5841857431709825,14.74708745013197,0.04455170032507582,4.705621670379473,1.5163558201680316,1.5192708201680507,343.0531732396051,0.1252938333204957,12.386643365933606
2602711,0.335176,0.335175,0.335175,0.999997,345,0.07008413808778143,1.6,1.0,0.07347695771315184,1.6,1.1,15.37,0.45,178,0.05271813901494326,2.1,1.3,0.05271813901494326,2.1,1.3,15.39,0.34,2.9835056393773867,3.0513756393748173,14.734050391010133,0.04037694319746055,13.698186887358778,2.983515044978167,2.9863900449780583,347.82608696968964,0.049432898325366514,18.26438770142703
2612592,0.571562,0.571543,0.571552,0.999967,270,0.06450070044031278,2.4,1.3,0.0694044149659834,3.5,1.4,15.31,0.76,409,0.05937103182605124,13.1,2.3,0.06279790002546158,14.7,2.3,15.37,0.54,1.7495906964804884,1.8172556964809317,14.778689130177327,0.09777572129869884,5.865092558322015,1.74964833543618,1.7530483354362023,294.1176470568967,0.014471412858557553,12.193631434342047
2623858,0.59649,0.596491,0.59649,1.000002,399,0.05812161695633654,0.9,0.9,0.05812161695633654,0.9,0.9,15.68,0.84,165,0.03701852041970914,4.0,1.7,0.0362661535676341,3.9,1.7,15.72,0.68,1.6764750026352946,1.7443600026357393,14.730794726278983,0.07865863377057988,4.66216594721723,1.6764720047166362,1.6826070047166763,162.99918500300714,0.014588869698959318,7.41994637434873
2653982,0.607082,0.60711,0.607096,1.000046,534,0.04181117227712809,1.3,1.0,0.07271611795812703,7.2,1.5,15.43,1.01,40,0.03202497907547786,3.1,1.9,0.026505197935917428,1.9,1.5,15.54,0.76,1.6472230190929877,1.681008019093209,29.59893443816631,0.10262518822016799,14.295710516363702,0.6675987302456288,0.675578730245681,125.31328320719909,0.20607363064946152,2.714257922860316
2657618,0.469873,0.469872,0.469872,0.999998,410,0.05321842320582733,2.3,1.0,0.054349634803690774,2.4,1.1,15.55,1.08,34,0.019478048670019257,4.1,1.4,0.019478048670019257,4.1,1.4,15.67,0.97,2.1282358670166737,2.191015867014297,15.928639694773139,0.07666310285418017,13.718589028695416,1.1257949196008128,1.1582949196010257,30.769230769029193,0.14413180678818358,4.2973607345723
2660232,0.614343,0.614344,0.614343,1.000002,497,0.0850893894122822,0.6,0.7,0.0850893894122822,0.6,0.7,16.55,0.65,45,0.03646566563680244,0.8,0.9,0.03607152305370128,0.8,0.9,16.54,0.45,1.6277556819187282,1.6616356819189502,29.515938606654334,0.07976956467222025,10.62093812736939,0.8139264469642138,0.8345814469643491,48.41442749907765,0.11322347600809746,8.020238040107914
2669011,0.591153,0.591151,0.591152,0.999997,450,0.041678457030413535,2.4,1.1,0.04043918093535042,2.3,1.1,15.03,0.66,41,0.023274351255149976,1.5,0.7,0.021978752961384927,1.5,0.7,15.05,0.5,1.6916085300981225,1.725568530098345,29.44640753808742,0.1032938631564543,14.900810229671109,1.6916165262848433,1.701496526284908,101.21457489812235,0.07513277017091338,6.53599522217241
2672050,0.556544,0.556543,0.556544,0.999998,260,0.11012777314616377,1.8,1.0,0.11012777314616377,1.8,1.0,15.94,0.83,204,0.06991712855938019,7.8,2.3,0.06923803971629977,7.9,2.3,16.11,0.52,1.7968024241713203,1.8646324241717647,14.742739200846952,0.08292439764096063,6.709637495224433,1.7968294693814828,1.7996744693815014,351.49384885534226,0.04959456813135008,20.456369040790758
2714034,0.610868,0.6108,0.610834,0.999889,536,0.12019060862155821,2.4,1.5,0.18383505793086333,6.4,1.9,15.69,0.46,42,0.02783515042347066,0.7,0.8,0.03644783503172993,1.4,1.1,15.59,0.4,1.6370155377621638,1.6708005377623851,29.59893443816631,0.05327058478546334,12.102519878986996,1.0000598479518379,1.0033698479518596,302.1148036233984,2.824572664818461,143.20636912871495
2723487,0.467606,0.467609,0.467608,1.000006,381,0.026513980905317515,6.0,1.5,0.029787869867973122,9.7,1.7,14.42,1.11,121,0.02482749734537654,3.9,1.7,0.025543272722482014,4.0,1.8,14.56,0.86,2.1385533864593413,2.2064683864567702,14.724287713139331,0.0747556459159802,13.074817291007003,2.1385176589920603,2.2063726589894914,14.737307494478781,0.051637743140258714,8.393343244352838
2742032,0.629676,0.629689,0.629682,1.000021,514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5881195924199853,1.6220545924202077,29.46810078071162,0.06405501971191943,11.196245698980988,0.0,0.0,0.0,0.0,0.0
2742544,0.60703,0.607044,0.607037,1.000023,496,0.07500591750453348,2.1,1.2,0.07489704946719129,2.4,1.1,15.57,0.59,46,0.038918784253007155,4.7,1.4,0.046605305858084776,4.8,1.7,15.54,0.49,1.6473646273396105,1.681174627339832,29.577048210394818,0.0711002135283142,13.82054486805825,0.6447469674220838,0.6566169674221616,84.24599831452812,0.14703530153666186,4.458739404164929
2751585,0.499369,0.0,0.249684,0.0,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0025275530207427,2.011422553020801,112.42270938655692,0.021691466396488727,6.101886485627371,0.0,0.0,0.0,0.0,0.0
2766464,0.570559,0.570564,0.570562,1.000009,291,0.03324715114903619,1.9,1.0,0.029882491189631058,1.6,0.9,14.95,0.7,130,0.02448582213098711,3.1,1.2,0.024748884510864252,2.8,1.2,14.96,0.59,1.7526676687501574,1.786482668750379,29.572674848246304,0.05646052452030659,8.514028164391583,1.002114304045914,1.0057043040459375,278.5515320316013,0.03262069958413296,5.358806022848238
2779320,0.561753,0.0,0.280876,0.0,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7801429845053094,1.8166779845055487,27.371014095892946,0.145249810901225,14.085500002057534,0.0,0.0,0.0,0.0,0.0
2780833,0.582854,0.582852,0.582853,0.999997,325,0.1094846460785693,1.0,0.9,0.1084648940254024,1.0,0.9,16.5,0.69,136,0.057519918184330734,2.3,1.5,0.05979239620972678,2.3,1.5,16.55,0.48,1.7156947911794271,1.7522397911796666,27.363524421766282,0.06303823849477926,7.397425487135607,1.7157096457658374,1.7196996457658635,250.62656641439818,0.02590625200174423,6.858583083185908
2792252,0.539197,0.539218,0.539208,1.000039,321,0.07355833029288483,2.1,1.1,0.09766853608862107,4.5,1.3,15.85,0.75,136,0.06178965816788271,6.8,2.2,0.05702233961609993,5.9,2.0,15.94,0.54,1.8546111767943674,1.9286861767948527,13.499831252020908,0.06691943206252096,9.511969144143938,1.8545691891105165,1.9287141891110022,13.487086114956488,0.06151308267235696,5.912612740401059
2807982,0.607957,0.607941,0.607949,0.999974,257,0.13274563137034306,16.9,3.0,0.14613032599699902,17.2,2.8,14.91,0.48,146,0.11151067613362367,6.7,2.4,0.10659964134472649,6.8,2.3,14.86,0.33,1.644853695718076,1.715548695718539,14.145271942760433,0.09742658869419617,4.413045655500787,1.6449391873264136,1.648519187326437,279.32960893671753,0.035153222417277655,6.636978375113326
2812086,0.646015,0.646,0.646008,0.999977,296,0.08235894029023043,19.9,3.0,0.08349324493988296,23.4,3.1,14.59,0.61,136,0.06396398770210793,11.7,3.2,0.06702356992099669,11.9,3.3,14.46,0.58,1.5479507575030012,1.5780957575031986,33.172997180077914,0.05098785016573183,7.606223863426946,1.5479879631139506,1.551852963113976,258.73221215871894,0.069409231711585,10.848045302902852
2814584,0.643769,0.643769,0.643769,1.0,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5533531783985062,1.5870981783987272,29.634019854599163,0.06712270470647747,8.022022441617553,0.0,0.0,0.0,0.0,0.0
2819824,0.738408,0.738409,0.738408,1.000001,309,0.05916869275107097,1.9,1.2,0.05916869275107097,1.9,1.2,15.53,0.76,148,0.02524814428461115,1.3,1.0,0.025089273926756434,1.3,1.0,15.56,0.56,1.3542657491873975,1.4182057491878164,15.639662183194382,0.04282693298068285,3.3185573734783906,1.3542704608405203,1.358965460840551,212.9925452595205,0.03678249174776842,6.660061643739342
2823121,0.590993,0.590995,0.590994,1.000003,274,0.07763012748988626,2.5,1.0,0.07562317583340947,2.5,1.1,15.86,0.65,141,0.027288984552890146,1.4,1.0,0.027120448919998735,1.4,1.0,15.85,0.49,1.6920668116000483,1.759956811600493,14.729709824619956,0.06334630169226338,6.368941502559671,1.692062612520207,1.6953426125202284,304.8780487784905,0.04634805938922802,8.61014108112244
2826769,0.611934,0.611934,0.611934,1.0,309,0.058370441455152446,2.4,1.3,0.058370441455152446,2.4,1.3,15.09,0.48,153,0.04787137533099182,1.7,1.2,0.04787137533099182,1.7,1.2,15.07,0.38,1.6341619591436396,1.7018819591440832,14.766686355485067,0.039760002566828094,4.1701323773988435,1.6341659309751626,1.6390759309751948,203.66598777870647,0.022735427034550715,10.840134606789034
2840198,0.527071,0.527073,0.527072,1.000004,267,0.08753199869279342,1.1,0.8,0.08868016782389133,1.1,0.8,16.17,0.9,174,0.033850788787866064,2.5,1.5,0.03507322159850571,2.6,1.5,16.3,0.7,1.8972787922983734,1.964243792298812,14.933174046045677,0.06935367118699722,8.144672502378992,1.8972693012980004,1.9500443012983462,18.94836570333394,0.024659279383343186,13.903119020824125
2851826,0.521838,0.521842,0.52184,1.000008,257,0.06011690520160355,1.6,1.0,0.06437821634052171,1.7,1.0,15.74,0.95,117,0.04277499531901739,5.1,2.0,0.04382838629660534,5.0,2.0,15.84,0.7,1.916304778759109,1.9594747787593918,23.1642344219006,0.0985485234648451,8.719837204995795,2.0055091559560996,2.008499155956119,334.448160532926,0.04286866534117203,10.461594922946452
2855834,0.444769,0.444779,0.444774,1.000022,262,0.03251814030841631,3.6,1.5,0.035555675734057844,8.6,1.4,14.72,1.15,125,0.025491434308300007,5.1,1.7,0.026453284469000537,9.2,1.7,14.86,0.9,2.2483574487882154,2.3190624487855387,14.143271339196064,0.06794833563900517,6.088837938420203,2.2482887918989185,2.2513337918988032,328.4072249713818,0.05199807579879006,14.754684333743702
2857355,0.62687,0.626854,0.626862,0.999974,279,0.17146413161924734,1.0,0.9,0.16969000037514123,1.2,1.0,16.51,0.59,197,0.07645957004164781,2.6,1.2,0.07425984615618089,2.6,1.1,16.69,0.32,1.595227736037578,1.6209027360377462,38.94839337851797,0.054481419775534466,4.889716661311032,1.595252499375734,1.6016024993757756,157.48031495959825,0.017157150934917837,10.194294320229552
2873728,0.618846,0.618835,0.61884,0.999982,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6159118723156067,1.649831872315829,29.481132075278563,0.07429970234671364,15.272936738805745,0.0,0.0,0.0,0.0,0.0
2881376,0.330606,0.330607,0.330606,1.000003,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.024745765600215,3.058640765598932,29.502876531578632,0.05042395153816777,24.18025017477376,0.0,0.0,0.0,0.0,0.0
2887662,0.307904,0.307904,0.307904,1.0,599,0.17438989065092847,8.6,2.0,0.17438989065092847,8.6,2.0,15.55,0.45,48,0.04995664526283398,2.4,1.3,0.04995664526283398,2.4,1.3,15.72,0.33,3.247767768144086,3.2816527681428034,29.511583297561096,0.043208594434080094,22.368722216553227,1.0004023678347616,1.040622367835025,24.863252113213544,0.08949284544145503,3.14177804411264
2889542,0.570913,0.570911,0.570912,0.999996,457,0.0752077720258025,2.7,1.3,0.07310659601909013,2.7,1.3,15.56,0.96,41,0.030875521274209002,4.0,1.7,0.03049543411691914,3.8,1.8,15.65,0.85,1.751581457325144,1.7854964573253662,29.485478401693904,0.05208829471187399,11.867737878569413,1.751593607790721,1.8131786077911245,16.23772022397416,0.05819864629945314,5.822077400043078
2892940,0.539855,0.539896,0.539876,1.000076,462,0.1186155003067637,3.7,1.3,0.15513733868619706,5.1,1.5,16.16,0.9,41,0.030969377266090413,5.1,1.3,0.0254199431392903,3.4,1.0,16.23,0.8,1.8523479260907005,1.8862129260909224,29.529012254346636,0.07832193496808941,12.99931604032231,1.8522565538066305,1.928661553807131,13.088148681283277,0.16902698334673985,6.700841209743769
2893479,0.699271,0.699271,0.699271,1.0,469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4300601593128734,1.4639301593130953,29.524653085132826,0.06542189233319337,9.990847177782895,0.0,0.0,0.0,0.0,0.0
2898747,0.628426,0.628416,0.628421,0.999984,297,0.11918982054194188,4.6,1.5,0.1178536704379421,4.7,1.5,15.78,0.67,185,0.046875605950418286,2.9,1.6,0.04522577692585086,3.1,1.6,15.76,0.6,1.5912762060484034,1.6590762060488475,14.74926253677653,0.07037629282265948,5.327129804141894,1.5913252216514946,1.5980652216515387,148.3679525212832,0.018050466916298462,12.204965073589028
2902575,0.379127,0.997372,0.68825,2.630707,260,0.1516114351691269,1.6,1.1,0.5978486669167706,8.3,3.2,15.79,0.33,9,3.5721433524482646e-09,10.8,0.2,7.345583702031866e-06,0.0,0.0,-410709.0,742907.38,2.63763591245508,2.705495912452511,14.736221633331237,0.04603137556110123,12.907736355529686,0.3710653248821852,0.38648032488211503,64.87187804116452,71.78766233397589,3.621594113672921
2913030,0.289239,0.289248,0.289244,1.000031,255,0.09221986058247945,4.7,1.8,0.10753615791158752,7.0,2.0,14.72,0.39,199,0.052633600784687706,2.6,1.2,0.06236304244114398,3.7,1.4,14.77,0.31,3.45734253381639,3.5252075338138207,14.735135932186807,0.017675928177947848,8.521950637975316,3.457228001376536,3.463748001376289,153.37423313464075,0.004014437830563465,10.61739386044037
2914946,0.460402,0.460402,0.460402,1.0,326,0.04392078375962252,0.8,0.8,0.04392078375962252,0.8,0.8,15.64,1.15,177,0.024317550047405503,4.1,1.5,0.024317550047405503,4.1,1.5,15.74,0.89,2.1720133651228584,2.2398683651202895,14.737307494478781,0.11814050758173583,12.095416129389404,2.1720146825746385,2.174829682574532,355.23978686957645,0.04506254909828808,14.228936273629019
2936953,0.328746,0.328733,0.328739,0.99996,271,0.16318982583755853,13.0,2.7,0.19068170518513794,14.6,3.2,14.88,0.35,187,0.0625085289156141,2.5,1.3,0.057460661718152166,3.3,1.2,14.93,0.29,3.041865757482739,3.1122907574800727,14.199503017931953,0.033908180147691314,14.704978131537494,3.0419855798753375,3.0447905798752313,356.50623887267653,0.03998412078436651,17.07008245337412
2939499,0.534605,0.997824,0.766214,1.86647,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8705396192393358,1.9366196192397687,15.13317191273379,0.06561310597128588,8.538056015413174,0.0,0.0,0.0,0.0,0.0
2967526,0.596154,1.341624,0.968889,2.250465,530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.677418868381348,1.7113538683815703,29.46810078071162,0.07754295345281673,15.539952837142186,0.0,0.0,0.0,0.0,0.0
2978038,0.486285,0.996999,0.741642,2.050236,458,0.07053352959814119,1.7,1.0,0.593964873424433,20.2,3.6,15.91,1.08,38,8.483899115170418e-06,113.2,10.2,0.28407615103890194,125.4,11.3,-19964.27,19981.18,2.056407367709557,2.0903023677097794,29.502876530268246,0.05986621016332651,11.642074050417104,2.0032246288952353,2.038444628895466,28.392958546094516,0.07143388829000555,3.927670677234219
2979506,0.649428,0.649432,0.64943,1.000006,478,0.09357365630900898,1.0,0.9,0.09794273285910372,1.0,0.9,16.34,0.69,41,0.022882455832458612,0.9,0.7,0.02481438709969624,0.9,0.7,16.39,0.52,1.539815952763012,1.5737509527632343,29.46810078071162,0.0605697734302012,15.851453798302863,1.5397136716650663,1.6131836716655477,13.610997686041225,0.06791735053662414,0.0
2989064,0.598765,0.598768,0.598766,1.000005,269,0.12039495872773376,3.0,1.5,0.11569815324084218,3.1,1.5,15.29,0.54,194,0.032556928429023864,1.4,1.1,0.036810265407419246,1.5,1.2,15.31,0.46,1.6701047253753045,1.7413547253757713,14.035087719206299,0.0524209213763613,7.882742209304033,1.670097158772471,1.676677158772514,151.9756838895819,0.010184304240954305,10.105906455013198
3026086,0.398116,0.398114,0.398115,0.999995,552,0.14918792759181643,1.1,1.0,0.1513859747372957,1.1,0.9,16.35,0.41,45,0.11183828658331758,2.6,1.4,0.11010620188496535,2.5,1.4,16.4,0.26,2.5118318591855577,2.545686859184276,29.537734456885474,0.041945601378239855,22.398469708506063,1.2559072162674003,1.2927072162676414,27.17391304330024,0.06488777716263304,4.6309557132001675
3036295,0.629705,0.629714,0.629709,1.000014,502,0.0842185748882727,4.5,1.8,0.08414943578672406,4.8,1.8,14.88,0.34,87,0.09101123817504435,3.2,1.6,0.09088741246810167,3.2,1.7,14.8,0.26,1.588046256585253,1.621941256585475,29.50287653026844,0.060817102427949216,16.874020108723492,1.0020372961880768,1.04372729618835,23.986567522030434,0.06787802089075634,5.795592698051205
3044799,0.558022,0.558015,0.558018,0.999987,317,0.03085492698813637,1.4,0.9,0.03297397246949022,1.4,1.0,15.24,1.01,131,0.027485530195954583,3.1,1.3,0.02452886381294732,3.5,1.2,15.34,0.78,1.792043967822772,1.8258689678229936,29.563932002762712,0.13626579659159074,12.541315015128674,1.7921075935583766,1.7966725935584065,219.0580503819165,0.022461112980107802,8.30489355116504
3045044,0.582931,0.582934,0.582932,1.000005,358,0.07562364639447752,3.1,1.1,0.07510817971528409,3.1,1.1,15.74,0.69,139,0.05899893711321878,17.8,2.6,0.05990894148541648,17.9,2.7,15.73,0.54,1.7154702198093554,1.7493702198095775,29.49852507355306,0.09239681810721104,11.184946147784405,1.7154524531398134,1.7189524531398364,285.7142857124139,0.02280622095230133,7.19338700612908
3048546,0.656287,0.656293,0.65629,1.000009,291,0.053392455175473016,1.6,1.0,0.05751834409994262,2.0,1.0,15.69,0.88,135,0.02350903802288902,1.1,1.0,0.023100759474831187,1.2,1.0,15.79,0.7,1.5237244089324153,1.5406544089325263,59.06674542194027,0.0746720397920624,7.633513584422395,1.523730953003749,1.5582659530039753,28.956131460647136,0.027568939385769063,5.968012707694674
3062621,0.63542,0.635448,0.635434,1.000044,526,0.1642770535099853,1.9,1.1,0.20601400104574752,2.1,1.2,16.08,0.3,92,0.06161607851455316,1.2,1.1,0.06690570712587543,1.3,1.2,16.01,0.28,1.573762045291008,1.6076970452912303,29.46810078071162,0.04807301126696389,13.080494371985504,1.5737019112604222,1.5765269112604408,353.98230088263676,0.06259112956684655,10.375730006327409
3069079,0.6234,0.623403,0.623402,1.000005,462,0.10272975581337851,0.6,0.6,0.10370968472611204,0.6,0.7,16.47,0.48,48,0.06385110315928998,1.6,1.3,0.06315663263021778,1.6,1.2,16.49,0.36,1.6041066506337647,1.6379916506339867,29.511583296250517,0.04404378711234219,11.266997105768024,0.8020572835253128,0.839032283525555,27.0453008787951,0.06767007393266569,2.5560725588056057
3074040,0.593144,0.0,0.296572,0.0,454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6859302312663123,1.7197352312665337,29.581422866246083,0.06290465204545977,13.361500017577788,0.0,0.0,0.0,0.0,0.0
3086623,0.3375,0.337499,0.3375,0.999997,324,0.10382633131924873,4.7,1.9,0.10382633131924873,4.7,1.9,14.92,0.34,136,0.05425229626649235,1.5,1.2,0.054485223939333645,1.5,1.2,14.98,0.26,2.962965483546754,2.996845483545471,29.515938607965104,0.04533019974008304,17.38942249475066,0.9997643040458986,1.0418893040461745,23.738872403405313,0.1383089596079184,2.549987883340563
3094018,0.60581,0.605807,0.605808,0.999995,307,0.08346789286428603,0.7,0.7,0.08463813024624726,0.7,0.7,16.33,0.52,140,0.03608104292918971,1.4,1.0,0.03625246025350129,1.4,1.0,16.34,0.45,1.650682689569952,1.684577689570174,29.50287653026844,0.06252644675845788,11.043287107327776,1.6507116377091464,1.6556116377091785,204.08163265172425,0.027195543116660937,6.969482293056689
3104968,0.552135,0.552133,0.552134,0.999996,306,0.04645643570696312,1.2,1.0,0.048398462303954996,1.4,1.0,15.64,1.04,278,0.02544132938010149,2.3,1.3,0.02506263984427495,2.3,1.3,15.73,0.78,1.811151303255167,1.8759363032555914,15.43567183751561,0.0628511533241887,8.029058511048834,1.8111581740716745,1.814748174071698,278.5515320316013,0.03632818225518829,9.278814181750118
3117883,0.551379,0.551387,0.551383,1.000015,271,0.07973968674833151,1.0,0.9,0.07581322063888332,1.0,0.8,16.19,0.84,232,0.025712229813112053,1.7,1.1,0.024615664698125924,1.8,1.0,16.27,0.69,1.8136352037040029,1.8345102037041396,47.904191616452636,0.050239819924239565,6.808276853152613,1.8136073853638521,1.8166973853638724,323.6245954671355,0.08088692021301336,12.038750792508758
3118906,0.689149,0.68914,0.689144,0.999987,253,0.1309700246258544,1.2,0.9,0.13643724917560543,1.2,0.9,16.39,0.57,109,0.1310651262037743,49.0,4.0,0.13509869950562017,49.0,4.0,16.25,0.51,1.4510643056185544,1.5190643056189999,14.705882352844835,0.07911259114933546,3.790865575495646,1.451059949601663,1.4627949496017398,85.21516829939912,0.02388508340914409,6.147490762305894
3132943,0.671746,0.671748,0.671747,1.000003,308,0.08978210670530506,1.2,0.8,0.08842515340453085,1.2,0.9,15.79,0.42,164,0.04700488151347893,2.6,1.1,0.046358512943192855,2.6,1.1,15.72,0.35,1.488656945419954,1.5168469454201388,35.47357218848701,0.0458896588142195,5.878339361847689,1.4886533410261569,1.4936483410261896,200.20020019888864,0.04560753299315285,8.509478976293284
3139572,0.211316,0.366614,0.288965,1.734909,275,0.2321890432985547,2.0,1.2,1.306606944567213,5.1,2.7,16.49,0.39,152,0.17288587660802837,18.1,2.8,0.626175612860505,37.4,7.4,16.58,0.28,4.732254951720643,4.802904951717968,14.154281670741085,0.006541035899374345,12.147241741330916,2.7290989323115444,2.732618932311411,284.0909091016641,0.028087652762526737,13.781074748499414
