LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,LCtype,IndicatorType,ChiType,BE_score
17005824,0.587735,0.587738,0.5877,1.0,276,0.0832494576077009,2.5,1.4,0.1565835410610035,8.8,2.4,15.46,1.02,78,0.0231615140422702,3.5,1.5,0.057650564582356,29.2,3.2,15.55,0.84,1.7014,1.7692,14.7558,0.0776,6.7884,1.7014,1.7043,354.6099,0.0347,8.9072,0.18,1e-05,1,NaN,NaN,NaN
17009525,0.569504,0.56951,0.5695,1.0,517,0.1170952144307139,1.1,0.9,0.1214512766769727,1.2,0.9,16.27,0.56,41,0.0420720506363205,2.0,1.2,0.0401921207644188,2.0,1.2,16.22,0.45,1.7559,1.7898,29.4811,0.063,13.2146,3.1149,3.1364,46.4684,0.0465,5.1694,0.11,1e-05,1,NaN,NaN,NaN
17016125,0.344012,0.344016,0.344,1.0,496,0.2147386614379443,1.0,0.8,0.2814166899026321,1.4,1.0,16.76,0.35,41,0.0497913199061215,1.4,0.8,0.0752370268917875,2.3,1.3,16.74,0.29,2.9069,2.9407,29.529,0.0264,24.1468,2.9068,2.9162,106.4396,0.0421,6.8965,0.06,1e-05,1,NaN,NaN,NaN
17082055,1.146783,1.146792,1.1468,1.0,530,0.0680740269606789,1.5,1.1,0.0707607300952533,1.7,1.1,15.94,0.89,41,0.01713301272065,0.8,0.8,0.0150697216396324,0.8,0.7,16.02,0.62,0.872,0.9058,29.5508,0.1791,5.97,0.872,0.8765,222.4694,0.1057,5.4646,0.27,1e-05,1,NaN,NaN,NaN
17082877,0.358479,0.358483,0.3585,1.0,485,0.2334547402659991,1.2,1.0,0.3666845960751457,2.4,1.4,16.33,0.3,82,0.0672028362038476,1.3,1.2,0.0747149393048958,1.8,1.2,16.43,0.28,2.7896,2.8235,29.4724,0.0262,21.001,2.7895,2.8976,9.2528,0.0447,9.2193,0.02,1e-05,2,NaN,NaN,NaN
17102467,0.34754,0.695091,0.5213,2.0,597,0.1707337074087634,1.1,0.9,0.9692725254587212,5.9,2.7,16.35,0.37,41,0.0469565585678114,1.0,1.0,0.3091085471772659,31.8,6.0,16.42,0.29,2.8774,2.9112,29.5247,0.0548,24.8208,1.4387,1.4997,16.3773,0.057,2.1587,0.08,0.6667,1,NaN,NaN,NaN
17108059,0.676195,0.676192,0.6762,1.0,300,0.1321124658343761,0.5,0.8,0.1362457769747018,0.5,0.8,16.49,0.46,41,0.0392228320771189,1.0,1.0,0.0403217134857637,0.9,1.0,16.44,0.4,1.4789,1.5129,29.4074,0.0401,7.6204,3.1392,3.1434,240.9639,0.0339,3.7755,0.06,0.0,2,NaN,NaN,NaN
17151564,0.473619,0.473626,0.4736,1.0,599,0.0662794310685133,2.1,1.1,0.141157550593207,12.0,2.0,15.83,1.13,45,0.0188397042294673,0.8,1.0,0.0412334783934615,15.0,2.3,15.98,0.81,2.1114,2.1657,18.4128,0.0925,22.6263,1.0026,1.0381,28.173,0.1668,8.7371,0.32,1e-05,1,NaN,NaN,NaN
17167175,0.615098,0.615098,0.6151,1.0,616,0.0689851279615638,0.7,0.7,0.0728740767181602,0.7,0.7,16.11,0.55,50,0.0317983536452815,1.3,1.0,0.033087394394228,1.3,1.1,16.05,0.43,1.6258,1.6596,29.5203,0.0344,11.1884,1.6257,1.6738,20.7987,0.0416,7.3578,0.12,0.0,2,NaN,NaN,NaN
17168875,0.626305,0.626306,0.6263,1.0,589,0.0595224841185314,1.4,0.9,0.0701252866627343,1.7,1.1,15.97,0.93,50,0.0230820329285317,2.2,1.1,0.0225839117119159,2.1,1.0,16.06,0.75,1.5967,1.6593,15.9732,0.0303,11.421,1.5967,1.6065,101.9368,0.0678,7.822,0.18,0.0,1,NaN,NaN,NaN
17169532,0.337424,0.337425,0.3374,1.0,610,0.1484789027251716,1.1,0.9,0.3758404438119798,4.5,1.9,16.43,0.44,90,0.0531375842442022,1.4,1.1,0.0943851323272154,6.8,1.9,16.47,0.37,2.9636,2.9975,29.5465,0.0475,26.6635,2.9636,3.0192,17.9969,0.0247,7.1472,0.07,0.0,1,NaN,NaN,NaN
17176117,0.653834,0.653837,0.6538,1.0,590,0.0372400799219984,0.9,0.9,0.1180345636356094,8.3,2.0,15.58,0.97,50,0.0195529697739182,2.8,1.3,0.0347932153543711,29.5,2.0,15.58,0.79,1.5294,1.566,27.3635,0.061,15.4217,1.5294,1.5988,14.4103,0.0522,4.4792,0.18,0.0,1,NaN,NaN,NaN
17181303,0.536573,0.536572,0.5366,1.0,556,0.0381085363000552,2.6,1.4,0.1227703313118285,37.4,3.0,15.21,1.04,50,0.0190663496951693,2.1,1.3,0.035018812081073,7.2,2.6,15.31,0.8,1.8637,1.9346,14.0964,0.0658,10.2583,1.8637,1.9331,14.4071,0.1008,7.5086,0.24,0.0,2,NaN,NaN,NaN
17185566,0.61416,0.614169,0.6142,1.0,542,0.0837064148918443,3.2,1.5,0.1345575122716543,12.8,2.1,15.34,0.4,50,0.0587688264530673,6.7,2.4,0.0745923910309773,7.0,2.6,15.17,0.46,1.6282,1.662,29.5814,0.0387,14.7533,1.0024,1.0435,24.2836,0.0754,4.6625,0.06,1e-05,1,NaN,NaN,NaN
17216032,0.585994,0.586,0.586,1.0,472,0.0791973689943489,5.3,1.4,0.0839387346863291,5.7,1.5,15.45,0.61,49,0.0520989587462783,9.9,2.0,0.0520989587462783,9.9,2.0,15.48,0.46,1.7065,1.7093,355.2398,0.0408,15.6738,1.7066,1.7233,59.6481,0.0503,6.9341,0.15,1e-05,2,NaN,NaN,NaN
17219858,0.620678,0.620672,0.6207,1.0,353,0.1266902352431244,0.9,0.9,0.1614249238202921,1.3,1.0,16.48,0.6,101,0.0295427302426386,0.8,0.7,0.0421843118710406,2.1,1.0,16.49,0.47,1.6111,1.6477,27.3299,0.0696,10.5622,1.6112,1.6281,58.9102,0.0492,7.4075,0.13,1e-05,1,NaN,NaN,NaN
17247918,0.481867,0.481865,0.4819,1.0,362,0.1445050128073638,4.9,1.8,0.2539074392907018,14.6,2.8,15.83,0.74,46,0.0818124334145305,24.6,2.7,0.1307911730489558,28.8,3.9,16.03,0.56,2.0753,2.1092,29.4985,0.0392,7.9214,2.0752,2.0782,335.5705,0.0445,5.4172,0.18,0.0,2,NaN,NaN,NaN
17259682,0.544828,0.999179,0.772,1.8339,348,0.1063478940558185,6.0,1.9,0.5085283012237257,33.3,5.4,15.14,0.52,44,0.000700473119598,66.8,9.7,0.3609303098909475,66.4,10.2,-186.62,202.22,1.8354,1.8906,18.1357,0.044,5.3304,1.0008,1.0177,59.3648,0.0859,6.834,201.7,0.58854,2,NaN,NaN,NaN
17266250,0.28381,0.283811,0.2838,1.0,551,0.0566245130103826,17.2,2.3,0.1789182138842674,70.2,6.4,14.23,0.44,41,0.047279086628428,1.2,1.2,0.0391218987350561,1.9,1.0,14.27,0.34,3.5235,3.5574,29.5116,0.0277,30.7598,3.5235,3.5423,53.1067,0.0588,10.7775,0.1,0.0,1,NaN,NaN,NaN
17275627,0.537775,0.537771,0.5378,1.0,563,0.0835270186805368,7.8,2.1,0.1728092534423004,27.7,3.7,15.13,0.74,82,0.0445047015475767,6.3,2.1,0.0662049278836673,28.1,2.5,15.17,0.6,1.8595,1.8934,29.5029,0.0502,13.095,2.0025,2.0752,13.7552,0.067,8.5205,0.14,1e-05,1,NaN,NaN,NaN
17302403,0.488261,0.488343,0.4883,1.0002,328,0.0999754115018637,11.0,2.0,0.160687696289876,29.3,3.0,15.19,0.73,68,0.0845863040480879,45.6,4.3,0.0983150412060074,64.0,4.9,15.26,0.62,2.0481,2.1187,14.1653,0.0494,9.7174,2.0477,2.0924,22.3789,0.0793,4.394,0.11,0.00017,2,NaN,NaN,NaN
17310130,0.346093,0.346095,0.3461,1.0,260,0.0903859019276233,1.7,1.0,0.119382008108494,2.4,1.4,15.61,0.38,69,0.0601975775285539,1.1,1.1,0.0498568486096988,1.3,1.0,15.63,0.26,2.8894,2.9599,14.1804,0.037,15.1145,1.0003,1.0032,349.0401,0.0628,42.5943,0.12,1e-05,1,NaN,NaN,NaN
17336233,0.581156,0.581157,0.5812,1.0,257,0.0422473943052187,1.3,1.0,0.1450433134018589,12.9,2.5,15.12,0.61,74,0.0279096549106949,2.5,1.0,0.1007115280186761,27.2,3.3,15.11,0.46,1.7207,1.7912,14.1844,0.0971,6.3409,1.7207,1.7236,347.8261,0.0533,14.0858,0.15,0.0,2,NaN,NaN,NaN
17336492,0.697771,0.697769,0.6978,1.0,275,0.1001659311140931,0.8,0.9,0.1387772793272357,1.1,1.0,15.76,0.34,71,0.0491690636345976,1.6,1.0,0.0698873690048622,4.7,1.4,15.68,0.27,1.4331,1.437,256.7394,0.044,7.3874,1.4331,1.436,346.0208,0.1379,19.5624,0.07,0.0,1,NaN,NaN,NaN
17351801,0.336762,0.33676,0.3368,1.0,310,0.1216526243471377,1.2,0.8,0.5646380530315992,6.7,2.7,15.99,0.38,13,7.224472060501919e-07,0.0,0.0,8.079904798218851e-07,0.3,0.1,-219.87,383.89,2.9695,3.0373,14.7471,0.0262,9.1239,0.5575,0.5619,230.9469,6.0567,10.3596,383.51,1e-05,2,NaN,NaN,NaN
17370336,0.550877,0.550886,0.5509,1.0,526,0.0394415672761524,2.0,1.1,0.1079807448037383,22.7,2.2,15.24,0.89,41,0.0192165163983586,1.6,0.9,0.0210080563671769,1.3,0.9,15.3,0.68,1.8153,1.8492,29.4724,0.048,13.2929,2.9826,3.0632,12.3977,0.0389,4.7696,0.21,2e-05,1,NaN,NaN,NaN
17373195,0.625427,0.625424,0.6254,1.0,504,0.0693840540956122,0.6,0.7,0.1098199162562208,2.2,1.0,16.15,0.59,41,0.0402516445701243,1.5,1.2,0.0367492690865851,1.6,1.1,16.14,0.45,1.5989,1.6328,29.5159,0.0631,12.8483,2.0025,2.0905,11.3617,0.0498,3.4494,0.14,0.0,1,NaN,NaN,NaN
17436807,0.573739,0.573756,0.5737,1.0,496,0.0607887887293234,2.0,1.1,0.162329389742132,12.5,2.3,15.58,0.68,38,0.0285552294609864,6.6,1.3,0.0554198839884344,12.6,2.3,15.55,0.59,1.743,1.7769,29.4811,0.0626,19.4345,1.3729,1.4176,22.3864,0.0701,5.875,0.09,3e-05,1,NaN,NaN,NaN
17452152,0.538108,0.5381,0.5381,1.0,549,0.0392470962132582,1.4,0.9,0.0516348020473184,4.0,1.0,15.61,0.96,45,0.0212304014462953,3.6,1.3,0.0212304014462953,3.6,1.3,15.68,0.75,1.8584,1.8922,29.5116,0.0869,13.2508,0.8557,0.8592,287.7698,0.1016,5.7041,0.21,1e-05,1,NaN,NaN,NaN
17475914,0.539073,0.539089,0.5391,1.0,333,0.0863939423231651,3.8,1.6,0.2062587993189746,19.6,2.8,15.48,0.85,40,0.0301046450592833,11.7,1.8,0.0338767639043479,15.8,2.1,15.49,0.72,1.855,1.9288,13.5492,0.0934,11.2063,0.8522,0.8917,25.3293,0.1548,3.2391,0.13,3e-05,1,NaN,NaN,NaN
17476779,0.556607,0.556604,0.5566,1.0,291,0.0329350041290394,12.9,1.7,0.0460731963704176,20.8,2.3,14.41,0.77,41,0.0165414281004075,1.2,0.9,0.0191174261259422,1.3,1.0,14.42,0.67,1.7966,1.8332,27.3299,0.0494,11.3234,0.8984,0.933,28.8517,0.2053,6.6528,0.1,1e-05,1,NaN,NaN,NaN
17508928,0.513683,0.513686,0.5137,1.0,552,0.0419989110985172,0.9,0.8,0.1052972643138409,6.8,1.6,15.69,0.96,45,0.0246466225993373,1.8,1.1,0.0230757355888251,4.0,1.1,15.76,0.74,1.9467,1.9806,29.5596,0.0504,13.4941,1.4746,1.4891,68.7994,0.0712,4.3134,0.22,1e-05,1,NaN,NaN,NaN
17522253,0.65208,0.652079,0.6521,1.0,343,0.0729131231638082,0.9,0.8,0.0906688891801458,2.0,0.9,16.13,0.78,45,0.0314795192698073,1.6,1.2,0.0406206490292364,3.8,1.5,16.24,0.74,1.5336,1.5674,29.5072,0.0708,11.0184,0.5112,0.5317,48.6381,0.4713,4.3132,0.04,0.0,2,NaN,NaN,NaN
17544856,0.614297,0.614296,0.6143,1.0,533,0.0615323886993916,9.6,2.0,0.0618427021915477,9.8,2.0,14.73,0.59,96,0.0463396739201333,10.8,1.9,0.0492098897285696,10.9,2.0,14.74,0.44,1.6279,1.6618,29.5072,0.0408,10.6021,3.0024,3.0607,17.1585,0.0208,5.6611,0.15,0.0,1,NaN,NaN,NaN
17547893,0.541471,0.541479,0.5415,1.0,524,0.0475911156038424,2.1,1.1,0.1274152713660338,14.8,2.1,15.54,0.93,46,0.0201320568321276,2.3,1.1,0.0310749788531449,8.2,1.6,15.65,0.7,1.8468,1.9248,12.8312,0.0645,11.3975,0.9234,0.9498,37.9363,0.164,7.8704,0.23,1e-05,1,NaN,NaN,NaN
17555840,0.518813,0.518836,0.5188,1.0,545,0.1903224508441411,3.5,1.5,0.1891380971407096,4.0,1.5,16.46,0.7,46,0.1149997043985601,22.6,4.0,0.0976328475630085,22.5,3.5,16.45,0.6,1.9275,1.9613,29.5902,0.039,11.4546,0.9273,0.9321,208.9864,0.1363,5.5432,0.1,4e-05,1,NaN,NaN,NaN
17586216,0.49917,0.499167,0.4992,1.0,362,0.067629894012328,3.0,1.2,0.0943035898551352,10.3,1.7,15.69,0.93,50,0.0237726508735981,5.0,1.7,0.002023538604563,13.9,1.5,15.83,1.14,2.0033,2.0398,27.3935,0.0384,10.793,2.0033,2.074,14.1573,0.0602,6.6651,0.21,1e-05,2,NaN,NaN,NaN
17625530,0.586572,0.586575,0.5866,1.0,527,0.0842509141264704,0.8,0.7,0.1807655874241631,3.8,1.2,16.44,0.87,78,0.0411095098423383,1.9,1.3,0.0458715808362381,7.0,1.4,16.5,0.63,1.7048,1.7388,29.4594,0.0413,10.0512,1.7048,1.7576,18.9322,0.0332,4.0325,0.24,1e-05,2,NaN,NaN,NaN
17626260,0.346389,0.346389,0.3464,1.0,546,0.1601326745001035,1.5,1.1,0.2491216180127128,2.6,1.5,16.23,0.35,41,0.0574196476877242,1.5,1.1,0.0743022737320803,2.9,1.4,16.29,0.27,2.8869,2.9208,29.5334,0.021,15.482,1.0014,1.0102,114.4165,0.0374,1.0831,0.08,0.0,1,NaN,NaN,NaN
17633750,0.572807,0.572802,0.5728,1.0,317,0.0727320414839591,1.6,1.1,0.0884933182980339,2.0,1.3,15.8,0.69,40,0.0359510934327519,2.7,1.4,0.0384562084644673,2.8,1.6,15.89,0.52,1.7458,1.7824,27.3112,0.0422,8.5979,0.7456,0.7586,77.0119,0.1877,6.339,0.17,1e-05,1,NaN,NaN,NaN
17701075,0.651743,0.651746,0.6517,1.0,296,0.0318566654455189,1.4,0.9,0.0984965578404937,16.9,2.3,14.89,0.85,75,0.0234002003385993,1.4,1.3,0.0494795954508379,9.1,2.5,14.94,0.67,1.5343,1.5697,28.2885,0.0851,9.186,1.5344,1.5979,15.7518,0.0354,4.68,0.18,0.0,1,NaN,NaN,NaN
17703382,0.590184,0.590169,0.5902,1.0,261,0.1332202433873066,1.5,1.0,0.1586237388513259,1.8,1.2,16.42,0.65,74,0.0405269073844512,1.5,1.2,0.0786091996526453,5.1,2.0,16.41,0.53,1.6944,1.7651,14.1483,0.0475,7.0436,1.6944,1.6973,341.2969,0.0883,16.8505,0.12,3e-05,1,NaN,NaN,NaN
18020957,0.260678,0.260678,0.2607,1.0,371,0.0832808426463572,0.8,0.9,0.4118211198881512,10.1,3.1,15.61,0.41,381,0.0573063974318762,2.3,1.3,0.2020323034568661,24.0,3.6,15.7,0.28,3.8361,3.9038,14.7798,0.0324,16.0682,3.8361,3.8404,233.3722,0.0026,17.9768,0.13,0.0,1,NaN,NaN,NaN
18668327,0.33598,0.33598,0.336,1.0,256,0.1278976191897425,1.0,0.9,0.2552790414559285,3.5,1.6,15.89,0.36,134,0.0603973426480101,1.8,1.2,0.1850641516919281,11.4,3.2,15.89,0.27,2.9764,3.0602,11.9325,0.0288,7.489,2.9764,3.093,8.5701,0.0044,7.1607,0.09,0.0,2,NaN,NaN,NaN
19448961,0.335895,1.013566,0.6747,3.0175,251,0.1784722535472613,1.3,1.1,0.5010144249342511,4.6,2.1,16.09,0.42,208,0.2507843242647699,6.0,2.6,0.8227372913139098,13.6,3.7,16.2,0.2,2.9771,3.0148,26.5358,0.0337,7.6349,0.9866,0.992,185.8736,0.047,9.4416,0.22,1.0044,1,NaN,NaN,NaN
19775800,0.310856,0.310867,0.3109,1.0,292,0.1385884548431466,2.2,1.3,1.1151356837814843,11.7,4.1,15.69,0.46,434,0.1030643897468962,7.2,2.4,0.3911000916338567,49.5,7.1,15.74,0.32,3.2169,3.2846,14.77,0.0215,10.4309,3.2168,3.2197,350.8772,0.0118,24.7362,0.14,4e-05,1,NaN,NaN,NaN
20565236,0.576146,0.576151,0.5761,1.0,255,0.0596571792568136,7.0,1.5,0.1786373861810648,33.0,3.6,14.86,0.71,221,0.0492622877840678,7.3,2.0,0.1130801593209813,28.9,3.7,14.84,0.52,1.7357,1.8061,14.1965,0.0337,6.9435,1.7357,1.7391,291.1208,0.0107,11.1656,0.19,1e-05,1,NaN,NaN,NaN
21126144,0.547549,0.54755,0.5475,1.0,574,0.0307212868137275,5.1,1.2,0.1599133629986742,106.9,5.0,14.75,0.86,46,0.0199959263108649,2.5,1.2,0.0636346065417274,69.4,2.9,14.8,0.68,1.8263,1.8603,29.4638,0.1136,14.3718,1.003,1.0108,128.4522,0.0748,5.6091,0.18,0.0,1,NaN,NaN,NaN
21126187,0.555475,0.555474,0.5555,1.0,564,0.0405314434890241,1.7,0.9,0.1255541352830934,11.8,2.1,15.48,0.82,45,0.0207858947380164,2.7,1.1,0.0324929885716511,10.7,1.6,15.53,0.63,1.8003,1.8342,29.4898,0.0637,18.4101,0.2026,0.206,297.619,0.2611,3.6084,0.19,0.0,1,NaN,NaN,NaN
21145823,0.542382,0.542373,0.5424,1.0,308,0.0315902990332652,4.1,1.6,0.0718754379226407,39.2,2.8,14.49,0.89,40,0.0232465881900518,1.8,1.4,0.0329626992324826,4.5,1.9,14.6,0.64,1.8437,1.8776,29.5203,0.0797,6.3199,1.2822,1.3377,18.0261,0.0837,3.9975,0.25,2e-05,1,NaN,NaN,NaN
21146742,0.321034,0.32104,0.321,1.0,294,0.083354599699439,1.4,1.0,1.064362824275698,21.0,5.2,15.67,0.45,40,0.0422296409985903,1.4,1.2,0.1560654839133413,21.9,3.9,15.69,0.37,3.1149,3.1516,27.2777,0.0291,13.0384,1.0383,1.074,27.9877,0.1706,6.1805,0.08,2e-05,1,NaN,NaN,NaN
21160820,0.605318,0.605309,0.6053,1.0,289,0.0492299561545331,1.1,1.0,0.103789879345977,10.6,1.6,15.77,1.05,36,0.030097636459012,1.7,1.6,0.0265099033194464,2.4,1.5,15.92,0.84,1.652,1.6885,27.4499,0.0985,9.3123,1.652,1.691,25.697,0.0982,6.7601,0.21,1e-05,2,NaN,NaN,NaN
21200464,0.55507,0.555074,0.5551,1.0,531,0.0279792845600406,3.6,1.3,0.1106264276589048,71.9,3.2,14.73,0.95,45,0.0175547364742627,2.1,1.2,0.0288349065618518,14.0,2.3,14.78,0.75,1.8016,1.8353,29.6077,0.0441,10.5936,0.6005,0.6172,60.1323,0.1553,6.0096,0.2,1e-05,2,NaN,NaN,NaN
21210238,0.624435,0.624436,0.6244,1.0,586,0.1924467598004681,0.9,0.9,0.253441479820519,1.3,0.9,16.66,0.41,45,0.0596045741032017,1.9,1.2,0.0672968079618101,5.1,1.4,16.68,0.37,1.6014,1.6354,29.4377,0.027,10.56,0.5338,0.5421,120.048,0.1148,4.9711,0.04,0.0,1,NaN,NaN,NaN
21215819,0.52438,0.524392,0.5244,1.0,575,0.1128217415344257,2.4,1.1,0.1659647743789045,4.7,1.4,16.31,0.83,46,0.0650312258396098,5.8,2.3,0.0604205075099401,7.6,2.0,16.39,0.61,1.907,1.9549,20.8986,0.0512,15.1317,0.9995,0.9995,0.0,3.5642,115.7832,0.22,2e-05,2,NaN,NaN,NaN
21216243,0.812046,0.812036,0.812,1.0,574,0.0611647131511131,1.8,1.2,0.1044126548047122,9.7,1.5,15.8,0.97,45,0.0218622760137549,3.7,1.0,0.0434274772891216,5.5,2.0,15.88,0.69,1.2315,1.2653,29.5159,0.0877,9.844,1.2315,1.2757,22.6372,0.0712,4.0562,0.28,1e-05,1,NaN,NaN,NaN
21225185,0.547807,0.547813,0.5478,1.0,574,0.0563133519913689,0.6,0.7,0.0669800605169099,1.1,0.8,16.24,0.9,45,0.0318705319699804,3.2,1.2,0.0339721388585605,7.3,1.3,16.33,0.69,1.8255,1.8283,357.7818,0.0561,13.9306,0.8228,0.8609,26.2398,0.1131,1.8969,0.21,1e-05,2,NaN,NaN,NaN
21235085,0.464773,0.464772,0.4648,1.0,551,0.0543771384679178,1.7,1.0,0.1876044081231733,15.4,2.8,15.76,1.14,45,0.0218166384888034,5.1,1.5,0.0423221835023263,14.4,2.4,15.93,0.98,2.1516,2.226,13.43,0.0714,19.9566,0.0744,0.078,280.5049,0.4151,0.0,0.16,0.0,2,NaN,NaN,NaN
21248055,0.560703,0.560701,0.5607,1.0,338,0.0728785953284054,5.9,1.6,0.0717365668469829,6.1,1.5,15.46,0.77,50,0.0295083822458911,1.6,1.4,0.030183928705283,1.6,1.4,15.5,0.6,1.7835,1.8173,29.5465,0.053,8.283,1.7836,1.7927,109.529,0.0477,5.5303,0.17,0.0,2,NaN,NaN,NaN
21256776,0.490974,0.490967,0.491,1.0,371,0.0394208182048885,1.4,0.9,0.1649412374248402,10.0,2.9,15.67,1.05,51,0.0225408262752237,1.9,1.3,0.0286540434555341,27.3,1.7,15.8,0.79,2.0368,2.0538,58.7889,0.0964,13.3537,2.0368,2.054,58.3771,0.0697,10.2032,0.26,1e-05,2,NaN,NaN,NaN
21263476,0.34407,0.688139,0.5161,2.0,351,0.0718379287423953,2.3,1.4,0.5889088817945246,49.0,7.4,14.86,0.3,50,0.0451724856947581,1.3,1.1,0.3643533883697576,42.1,7.6,14.82,0.29,2.9064,2.9402,29.6077,0.0331,15.4875,1.4532,1.4928,25.243,0.0505,5.802,0.01,0.66667,1,NaN,NaN,NaN
21289833,0.655388,0.655403,0.6554,1.0,269,0.1637128648561392,8.9,2.1,0.1755604130380983,9.3,2.1,15.84,0.7,116,0.0686194088696675,40.3,3.1,0.0699583078845952,40.5,3.1,15.75,0.64,1.5258,1.5935,14.7689,0.0609,5.6754,1.5258,1.5287,346.0208,0.0348,6.1928,0.06,2e-05,1,NaN,NaN,NaN
21298723,0.605271,0.605276,0.6053,1.0,519,0.0660135957997912,1.5,1.1,0.1333212318181882,8.1,1.6,15.63,0.66,41,0.0204266522103563,1.1,0.8,0.0363212433306284,3.7,1.4,15.65,0.51,1.6522,1.655,355.2398,0.0836,12.9951,1.0002,1.0279,36.1598,0.0979,3.9024,0.15,1e-05,1,NaN,NaN,NaN
21303309,0.675428,0.675434,0.6754,1.0,450,0.0628824853275524,0.8,0.8,0.1050217591725556,2.6,1.3,15.74,0.44,41,0.0388066709995548,1.3,1.2,0.0317362138367948,1.2,0.9,15.69,0.34,1.4805,1.5144,29.5377,0.0788,11.1143,0.5013,0.5091,128.4522,0.6707,7.1952,0.1,1e-05,1,NaN,NaN,NaN
21320462,0.547737,0.54773,0.5477,1.0,306,0.076902799001742,1.8,1.0,0.2171458555712971,10.0,2.1,15.99,0.83,71,0.0409100300788267,3.5,1.5,0.0736989290455433,28.4,2.1,16.15,0.58,1.8257,1.8963,14.1643,0.085,7.5264,1.8257,1.879,18.7617,0.0248,5.6985,0.25,1e-05,1,NaN,NaN,NaN
21343483,0.552529,0.552531,0.5525,1.0,274,0.0905206357460448,1.0,0.9,0.1177270129270007,2.1,1.3,16.25,0.73,12,5.246520384595277e-07,0.0,0.0,4.554775929559163e-07,0.1,0.1,-11.53,30.12,1.8099,1.8638,18.534,0.0333,4.9311,0.4668,0.4704,280.8989,3.2664,5.9294,29.39,0.0,1,NaN,NaN,NaN
21343608,0.617,0.617001,0.617,1.0,304,0.0353062616572884,1.6,1.1,0.0353062616572884,1.6,1.1,15.11,1.05,67,0.0261254186640976,2.7,1.6,0.0258234762809099,2.8,1.5,15.22,0.79,1.6207,1.6937,13.7118,0.0602,4.6324,1.6207,1.6236,349.6503,0.0539,11.0763,0.26,0.0,2,NaN,NaN,NaN
21374223,0.657493,0.657506,0.6575,1.0,254,0.083577727383622,1.5,1.1,0.0861558316349729,1.5,1.0,15.88,0.7,12,3.0864261134844478e-06,0.0,0.0,4.341870170856653e-06,0.0,0.1,-24.8,48.76,1.5209,1.5572,27.533,0.0947,8.5355,0.3134,0.3165,317.4603,4.7438,6.3258,48.06,2e-05,1,NaN,NaN,NaN
21377934,0.644798,0.644797,0.6448,1.0,282,0.083556239289257,3.2,1.6,0.0878808183517776,3.2,1.7,14.71,0.33,75,0.0463367469570295,1.6,1.1,0.0469409646991778,1.7,1.1,14.68,0.26,1.5509,1.5887,26.4166,0.0577,5.4783,1.5509,1.5537,353.9823,0.059,13.7746,0.07,0.0,1,NaN,NaN,NaN
21397555,0.278619,0.27862,0.2786,1.0,434,0.0956460324121172,1.6,1.1,0.5529718341449961,15.9,3.7,15.7,0.4,41,0.0337039486420743,0.7,0.7,0.0677145449827689,6.5,1.7,15.76,0.29,3.5891,3.623,29.5203,0.0313,26.4225,1.1964,1.2105,70.7464,0.0876,6.0639,0.11,0.0,1,NaN,NaN,NaN
21460667,0.534598,0.534601,0.5346,1.0,441,0.0790458072300904,3.7,1.7,0.0853236226829257,4.1,1.7,15.52,0.86,43,0.0348942148663466,2.3,1.6,0.0370142309875618,2.3,1.7,15.62,0.6,1.8706,1.9044,29.5334,0.0519,12.4177,0.9353,0.9578,44.4543,0.2924,12.0856,0.26,1e-05,1,NaN,NaN,NaN
21468901,0.632846,0.632863,0.6329,1.0,476,0.1075831305047202,3.3,1.1,0.1935054952857735,6.8,1.6,15.54,0.34,43,0.0816930826000956,3.0,1.9,0.0705430659564425,3.2,1.8,15.45,0.29,1.5802,1.614,29.529,0.0523,10.5221,0.7901,0.8214,31.9183,0.0848,4.2756,0.05,3e-05,1,NaN,NaN,NaN
21474739,0.462885,0.462875,0.4629,1.0,512,0.0307852873848289,11.1,1.8,0.0865655902100493,71.4,4.4,14.33,0.83,46,0.0296197653546356,3.0,1.7,0.0405501316358037,12.6,2.4,14.43,0.63,2.1604,2.2392,12.6855,0.0665,18.0862,1.4967,1.523,37.9219,0.073,7.2862,0.2,2e-05,1,NaN,NaN,NaN
21488669,0.501644,0.501661,0.5017,1.0,473,0.0969309825988682,10.9,1.9,0.3190349497289483,40.5,4.4,15.5,0.68,40,0.058390362442732,5.9,2.4,0.0443834762871755,10.6,1.9,15.5,0.56,1.9934,2.0026,108.9918,0.0946,15.9093,0.0094,0.0094,0.0,88.8926,0.6562,0.12,3e-05,2,NaN,NaN,NaN
21492633,0.311278,0.31128,0.3113,1.0,457,0.0810915221489462,2.1,1.2,0.4927019824453952,26.8,5.4,15.37,0.44,38,0.0294863916663878,1.6,1.0,0.0911672745585071,13.1,3.1,15.39,0.37,3.2126,3.2464,29.5377,0.0462,20.9961,1.2099,1.2298,50.3271,0.1277,7.0803,0.07,1e-05,1,NaN,NaN,NaN
