LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,LCtype,IndicatorType,ChiType,BE_score
2989064,0.598765,0.598768,0.5988,1.0,269,0.1203949587277337,3.0,1.5,0.2089716150863287,7.1,2.1,15.29,0.54,194,0.0325569284290238,1.4,1.1,0.059579614618624,7.5,1.8,15.31,0.46,1.6701,1.7414,14.0351,0.0524,7.8827,1.6701,1.6767,151.9757,0.0102,10.1059,0.08,1e-05,1,NaN,NaN,NaN
3026086,0.398116,0.398114,0.3981,1.0,552,0.1491879275918164,1.1,1.0,0.2181169800009627,2.0,1.2,16.35,0.41,45,0.1118382865833175,2.6,1.4,0.1105779744416073,2.9,1.5,16.4,0.26,2.5118,2.5457,29.5377,0.0419,22.3985,1.2559,1.2927,27.1739,0.0649,4.631,0.15,1e-05,1,NaN,NaN,NaN
3036295,0.629705,0.629714,0.6297,1.0,502,0.0842185748882727,4.5,1.8,0.0842193566477849,4.8,1.8,14.88,0.34,87,0.0910112381750443,3.2,1.6,0.0913694305764745,3.3,1.8,14.8,0.26,1.588,1.6219,29.5029,0.0608,16.874,1.002,1.0437,23.9866,0.0679,5.7956,0.08,1e-05,2,NaN,NaN,NaN
3044799,0.558022,0.558015,0.558,1.0,317,0.0308549269881363,1.4,0.9,0.0695627089894865,15.0,1.7,15.24,1.01,131,0.0274855301959545,3.1,1.3,0.0344186137163914,3.1,1.7,15.34,0.78,1.792,1.8259,29.5639,0.1363,12.5413,1.7921,1.7967,219.0581,0.0225,8.3049,0.23,1e-05,2,NaN,NaN,NaN
3045044,0.582931,0.582934,0.5829,1.0,358,0.0756236463944775,3.1,1.1,0.1209009636092743,7.6,1.6,15.74,0.69,139,0.0589989371132187,17.8,2.6,0.0707793410529198,26.8,2.7,15.73,0.54,1.7155,1.7494,29.4985,0.0924,11.1849,1.7155,1.719,285.7143,0.0228,7.1934,0.15,1e-05,2,NaN,NaN,NaN
3048546,0.656287,0.656293,0.6563,1.0,291,0.053392455175473,1.6,1.0,0.0767990516267253,5.8,1.3,15.69,0.88,135,0.023509038022889,1.1,1.0,0.022059323081129,1.2,1.0,15.79,0.7,1.5237,1.5407,59.0667,0.0747,7.6335,1.5237,1.5583,28.9561,0.0276,5.968,0.18,1e-05,1,NaN,NaN,NaN
3062621,0.63542,0.635448,0.6354,1.0,526,0.1642770535099853,1.9,1.1,0.1984564214688292,2.5,1.1,16.08,0.3,92,0.0616160785145531,1.2,1.1,0.085719534426567,2.4,1.5,16.01,0.28,1.5738,1.6077,29.4681,0.0481,13.0805,1.5737,1.5765,353.9823,0.0626,10.3757,0.02,4e-05,1,NaN,NaN,NaN
3069079,0.6234,0.623403,0.6234,1.0,462,0.1027297558133785,0.6,0.6,0.1027297558133785,0.6,0.6,16.47,0.48,48,0.0638511031592899,1.6,1.3,0.0616480319043886,1.5,1.2,16.49,0.36,1.6041,1.638,29.5116,0.044,11.267,0.8021,0.839,27.0453,0.0677,2.5561,0.12,0.0,2,NaN,NaN,NaN
3086623,0.3375,0.337499,0.3375,1.0,324,0.1038263313192487,4.7,1.9,0.1038263313192487,4.7,1.9,14.92,0.34,136,0.0542522962664923,1.5,1.2,0.0544852239393336,1.5,1.2,14.98,0.26,2.963,2.9968,29.5159,0.0453,17.3894,0.9998,1.0419,23.7389,0.1383,2.55,0.08,0.0,1,NaN,NaN,NaN
3094018,0.60581,0.605807,0.6058,1.0,307,0.083467892864286,0.7,0.7,0.0988763968257348,0.8,0.8,16.33,0.52,140,0.0360810429291897,1.4,1.0,0.0353066640396692,1.4,1.0,16.34,0.45,1.6507,1.6846,29.5029,0.0625,11.0433,1.6507,1.6556,204.0816,0.0272,6.9695,0.07,0.0,1,NaN,NaN,NaN
3104968,0.552135,0.552133,0.5521,1.0,306,0.0464564357069631,1.2,1.0,0.1223700038169167,20.2,2.1,15.64,1.04,278,0.0254413293801014,2.3,1.3,0.0574249495791053,16.7,2.5,15.73,0.78,1.8112,1.8759,15.4357,0.0629,8.0291,1.8112,1.8147,278.5515,0.0363,9.2788,0.26,0.0,1,NaN,NaN,NaN
3117883,0.551379,0.551387,0.5514,1.0,271,0.0797396867483315,1.0,0.9,0.1287809606966292,2.4,1.1,16.19,0.84,232,0.025712229813112,1.7,1.1,0.0309922505202521,4.8,1.3,16.27,0.69,1.8136,1.8345,47.9042,0.0502,6.8083,1.8136,1.8167,323.6246,0.0809,12.0388,0.15,1e-05,1,NaN,NaN,NaN
3118906,0.689149,0.68914,0.6891,1.0,253,0.1309700246258544,1.2,0.9,0.2104849205585325,2.4,1.2,16.39,0.57,109,0.1310651262037743,49.0,4.0,0.1174008282879684,49.9,3.5,16.25,0.51,1.4511,1.5191,14.7059,0.0791,3.7909,1.4511,1.4628,85.2152,0.0239,6.1475,0.06,1e-05,1,NaN,NaN,NaN
3132943,0.671746,0.671748,0.6717,1.0,308,0.089782106705305,1.2,0.8,0.1688561602241965,4.6,1.6,15.79,0.42,164,0.0470048815134789,2.6,1.1,0.0942702976074752,7.4,1.9,15.72,0.35,1.4887,1.5168,35.4736,0.0459,5.8783,1.4887,1.4936,200.2002,0.0456,8.5095,0.07,0.0,1,NaN,NaN,NaN
3139572,0.211316,0.366614,0.289,1.7349,275,0.2321890432985547,2.0,1.2,1.0130544975760316,5.0,2.4,16.49,0.39,152,0.1728858766080283,18.1,2.8,0.7687790460194317,40.7,8.2,16.58,0.28,4.7323,4.8029,14.1543,0.0065,12.1472,2.7291,2.7326,284.0909,0.0281,13.7811,0.11,0.53736,1,NaN,NaN,NaN
3140139,0.30459,0.304585,0.3046,1.0,255,0.2606507704576563,7.7,2.5,0.2842125209865871,9.9,2.9,15.62,0.4,105,0.1355776127971276,13.3,3.3,0.1258960417704843,15.5,3.2,15.69,0.3,3.2831,3.3529,14.3338,0.0256,10.8164,3.2832,3.2878,213.6752,0.0253,11.1886,0.1,2e-05,1,NaN,NaN,NaN
3142907,0.546728,0.546732,0.5467,1.0,287,0.0909482936557261,1.6,1.1,0.1924523232384739,5.9,1.8,16.1,0.95,177,0.0308507627504297,2.8,1.5,0.0434964638430349,19.6,1.9,16.26,0.75,1.8291,1.9159,11.5128,0.0418,2.0932,1.8291,1.8327,277.3925,0.0196,9.154,0.2,1e-05,1,NaN,NaN,NaN
3160442,0.593811,0.593807,0.5938,1.0,260,0.1373334193689445,1.9,1.2,0.1467890433771321,2.2,1.2,16.06,0.55,183,0.0682843523701183,4.2,1.7,0.0768052306189835,4.5,2.0,16.12,0.46,1.684,1.7546,14.1633,0.0572,7.0743,1.684,1.6875,292.8258,0.0205,10.1407,0.09,1e-05,1,NaN,NaN,NaN
3162203,0.652665,0.652663,0.6527,1.0,270,0.1159056926476177,1.8,1.4,0.1658724412453793,4.1,1.9,15.24,0.32,187,0.0793319216561499,1.8,1.3,0.0939247193759014,2.9,1.5,15.18,0.27,1.5322,1.6029,14.1443,0.0669,4.2217,1.5322,1.5912,16.9578,0.0214,5.8914,0.05,0.0,1,NaN,NaN,NaN
3163597,0.570697,0.570697,0.5707,1.0,265,0.0675477960888168,1.3,0.8,0.0675356640566643,1.2,0.9,15.85,0.7,160,0.0263253505403026,1.1,1.0,0.0257083155360185,1.3,0.9,15.91,0.6,1.7522,1.7882,27.8242,0.0637,9.3348,1.7522,1.7551,345.4231,0.0631,18.2296,0.1,0.0,1,NaN,NaN,NaN
3170992,0.527191,0.527162,0.5272,0.9999,280,0.1769608547089638,1.9,1.1,0.2074874057237714,2.2,1.1,16.42,0.63,340,0.1141039397130791,19.4,2.7,0.1221849404110516,23.6,2.8,16.45,0.51,1.8968,1.9675,14.1553,0.0561,8.0723,1.897,1.9675,14.1814,0.0187,7.5846,0.12,6e-05,1,NaN,NaN,NaN
3173902,0.302423,0.302424,0.3024,1.0,286,0.1762776058687391,2.7,1.6,0.4575290095404608,9.2,3.2,15.42,0.26,166,0.116246708086809,3.4,1.7,0.1779759904857174,6.6,2.4,15.46,0.23,3.3066,3.3744,14.7536,0.0219,11.2399,3.3066,3.3094,353.3569,0.0493,18.0637,0.03,0.0,1,NaN,NaN,NaN
3176620,0.589604,0.589602,0.5896,1.0,292,0.0314819255114026,2.3,1.3,0.0335190610841283,3.1,1.4,14.57,0.92,176,0.0199775804980099,2.4,1.2,0.0208140285243834,2.4,1.2,14.6,0.8,1.6961,1.7638,14.7612,0.0987,5.4186,1.6961,1.7024,159.2357,0.0087,5.4657,0.12,0.0,1,NaN,NaN,NaN
3182815,0.650716,0.650699,0.6507,1.0,491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5368,1.5706,29.577,0.0797,8.1953,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,1,NaN,NaN,NaN
3183285,0.349653,0.349664,0.3497,1.0,485,0.0745525119832516,4.1,1.2,0.8135120230880702,34.8,6.7,15.51,0.48,92,0.0527381351250738,2.3,1.3,0.1398821286785683,20.3,3.9,15.57,0.34,2.86,2.8939,29.4768,0.0388,17.3861,2.8599,2.9533,10.7101,0.026,10.2062,0.14,3e-05,2,NaN,NaN,NaN
3186870,0.68876,0.688761,0.6888,1.0,489,0.0502394986737404,2.3,1.1,0.1225431511789442,13.7,2.4,15.05,0.51,45,0.0319808505829734,1.3,1.2,0.0353491940962985,2.2,1.3,14.98,0.45,1.4519,1.4858,29.4898,0.0766,15.1179,1.0031,1.0476,22.4845,0.0879,3.3764,0.06,0.0,1,NaN,NaN,NaN
3196582,0.268017,0.268018,0.268,1.0,479,0.1329389977441877,8.6,2.5,0.4472390777656631,36.9,5.6,14.82,0.35,48,0.0583139813822479,2.5,1.4,0.1001294255961357,16.0,2.5,14.89,0.27,3.7311,3.765,29.5203,0.0285,25.6121,1.0031,1.0062,319.4888,0.1522,9.0641,0.08,0.0,1,NaN,NaN,NaN
3196780,0.504148,0.504199,0.5042,1.0001,475,0.0917873613734105,9.3,2.2,0.2365479582698457,61.7,4.4,15.15,0.81,48,0.036820826788468,16.3,2.0,0.0353231048757051,16.0,1.9,15.2,0.68,1.9835,2.0029,51.7331,0.0734,18.1467,1.0017,1.0226,47.8126,0.3513,4.538,0.13,0.0001,1,NaN,NaN,NaN
3210786,0.507242,0.507249,0.5072,1.0,294,0.067000936922026,0.6,0.7,0.157275558520916,4.6,1.2,16.22,1.04,134,0.0328580709714391,2.2,1.3,0.0648803710363331,19.8,1.9,16.32,0.79,1.9714,2.0392,14.7623,0.1396,7.9025,1.9714,1.9745,325.7329,0.1162,12.7546,0.25,1e-05,1,NaN,NaN,NaN
3218931,0.693979,0.693939,0.694,0.9999,274,0.0499011100764189,28.8,2.6,0.0671446445832487,48.3,3.4,14.24,0.79,171,0.0473405255838957,5.5,2.2,0.0653573106594631,23.3,2.7,14.28,0.59,1.441,1.5088,14.7395,0.0912,2.4484,1.4411,1.446,203.666,0.0197,8.6264,0.2,6e-05,1,NaN,NaN,NaN
3219035,0.326746,0.326509,0.3266,0.9993,376,0.2276583527119551,23.9,3.9,0.7924814953811312,49.9,7.5,14.83,0.32,168,0.1393036719935862,11.5,2.6,0.2548863250355205,30.7,4.3,14.93,0.23,3.0605,3.1287,14.6692,0.0327,10.1934,3.0627,3.0661,294.1176,0.02,12.0769,0.09,0.00073,1,NaN,NaN,NaN
3221817,0.623799,0.623813,0.6238,1.0,303,0.1925920826151302,5.2,2.4,0.1909742845834892,5.2,2.4,15.71,0.52,200,0.1134889779299487,9.7,2.7,0.1206182268196368,10.3,2.9,15.67,0.34,1.6031,1.6709,14.7471,0.0513,5.0956,1.603,1.6094,157.2327,0.0155,11.0079,0.18,2e-05,1,NaN,NaN,NaN
3242671,0.629012,0.629018,0.629,1.0,277,0.1221581583910548,0.9,0.9,0.1479109478951314,1.1,1.1,16.07,0.47,187,0.0559140574655049,1.7,1.2,0.0698140757895389,2.1,1.5,16.06,0.35,1.5898,1.6602,14.1985,0.0585,6.4768,1.5898,1.5946,207.0393,0.0222,9.8648,0.12,1e-05,1,NaN,NaN,NaN
3246187,0.559648,0.559651,0.5596,1.0,277,0.0929000419819481,1.8,1.0,0.1993140838581589,6.8,1.6,15.93,0.75,207,0.0514298135050511,6.6,2.0,0.0990742507977855,35.8,3.0,15.95,0.58,1.7868,1.8546,14.7667,0.0405,6.501,1.7868,1.7901,306.7485,0.0202,13.249,0.17,1e-05,1,NaN,NaN,NaN
3265838,0.302896,0.302899,0.3029,1.0,264,0.1562220055781576,1.1,1.0,0.1789599306844486,1.3,1.0,16.02,0.38,181,0.0535254236733992,1.3,1.0,0.0562839953945347,1.3,1.1,16.1,0.29,3.3015,3.3691,14.7787,0.0472,16.3136,3.3014,3.305,280.8989,0.0134,10.2098,0.09,1e-05,1,NaN,NaN,NaN
3280045,0.345708,0.345715,0.3457,1.0,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8926,2.9265,29.5116,0.0607,22.2463,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,1,NaN,NaN,NaN
3294319,0.55546,0.555473,0.5555,1.0,802,0.1130150782070926,10.4,1.9,0.1826084098930203,25.8,2.5,15.44,0.76,47,0.0626572170336037,19.8,2.7,0.1049210768214889,35.5,3.3,15.63,0.59,1.8003,1.8342,29.4855,0.0517,11.3597,1.0031,1.0496,21.4961,0.1037,2.0649,0.17,2e-05,1,NaN,NaN,NaN
3343188,0.562273,0.562265,0.5623,1.0,466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7785,1.8151,27.3448,0.0718,15.5388,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1,NaN,NaN,NaN
3356801,0.337672,0.337667,0.3377,1.0,377,0.1436512058774641,4.3,1.3,0.6752297937265743,14.5,3.6,15.68,0.34,134,0.0512999784161958,1.6,0.9,0.1617249419372293,11.2,2.8,15.8,0.22,2.9615,2.9953,29.5858,0.0247,15.485,1.0005,1.0445,22.7505,0.1946,3.838,0.12,1e-05,1,NaN,NaN,NaN
3377349,0.584204,0.584209,0.5842,1.0,547,0.0397967823485357,6.9,1.6,0.0476921313298047,8.4,1.7,14.71,0.64,47,0.0269413798679002,1.0,1.1,0.0172871139573733,0.8,0.7,14.69,0.54,1.7117,1.7457,29.4377,0.0616,17.795,0.9999,1.0031,318.9793,0.4283,17.5627,0.1,1e-05,1,NaN,NaN,NaN
3389834,0.725559,0.725566,0.7256,1.0,270,0.0663327142620101,5.9,1.7,0.0919957702117946,12.2,2.0,15.34,0.87,51,0.0237766195543317,1.5,1.0,0.0543554384227887,9.1,2.2,15.42,0.62,1.3782,1.4121,29.5727,0.0998,8.8524,1.3782,1.3812,338.4095,0.0712,7.3273,0.25,1e-05,1,NaN,NaN,NaN
3391290,0.652728,0.652721,0.6527,1.0,281,0.0471314932722022,2.3,1.1,0.0875450797516637,8.6,1.8,15.43,0.87,66,0.0248232029229457,3.8,1.2,0.0453570451328337,6.4,2.1,15.53,0.63,1.532,1.5687,27.2851,0.1945,10.8269,1.5321,1.5349,353.9823,0.1034,15.8746,0.24,1e-05,1,NaN,NaN,NaN
3405178,0.579231,0.579204,0.5792,1.0,256,0.073869768852199,1.1,1.0,0.2207210200456065,8.9,2.0,16.04,0.75,75,0.0269334196784863,1.2,0.9,0.0299225715116827,1.7,1.1,16.02,0.6,1.7264,1.7785,19.216,0.0658,7.3676,1.7265,1.7293,351.4938,0.0874,18.0341,0.15,5e-05,1,NaN,NaN,NaN
3437725,0.542457,0.542478,0.5425,1.0,266,0.1179686394846708,3.5,1.5,0.2012590132612317,9.6,2.3,15.89,0.67,88,0.0565510537044588,12.8,2.3,0.0854736608244021,20.5,3.4,15.86,0.65,1.8435,1.9231,12.5557,0.0612,7.0611,1.8434,1.8464,338.4095,0.056,12.5939,0.02,4e-05,1,NaN,NaN,NaN
3440695,0.496917,0.496911,0.4969,1.0,282,0.0509208518108006,8.0,1.3,0.0693813073999181,18.2,2.0,15.05,0.83,182,0.0305198757814374,11.2,1.8,0.0387800002628578,13.5,2.4,15.06,0.7,2.0124,2.0219,105.8201,0.0813,9.7048,2.0124,2.0173,205.1282,0.1106,16.6392,0.13,1e-05,1,NaN,NaN,NaN
3441938,0.48315,0.483141,0.4831,1.0,283,0.0713677178350354,1.9,1.1,0.1649877362445347,12.7,2.8,15.88,0.97,159,0.039261110788855,10.4,2.2,0.0822272183449441,52.6,3.7,15.98,0.79,2.0698,2.1369,14.9031,0.0587,6.1939,2.0698,2.1034,29.8018,0.0381,15.6983,0.18,2e-05,1,NaN,NaN,NaN
3453897,0.551537,0.551548,0.5515,1.0,272,0.04702040509717,1.6,1.1,0.0977511075093875,10.9,1.9,15.3,0.74,20,0.0205055884073914,1.5,1.0,0.0008548957194406,2.2,1.1,15.3,0.64,1.8131,1.816,341.8803,0.0644,7.0794,0.9014,0.9046,312.0125,0.1868,0.4924,0.1,2e-05,2,NaN,NaN,NaN
3463199,0.334718,0.33471,0.3347,1.0,297,0.1392501832952815,0.6,0.7,0.2047264305655278,1.1,1.0,16.61,0.51,193,0.0774523427359489,2.6,1.5,0.1134823639670303,5.9,2.1,16.68,0.35,2.9876,3.0584,14.1153,0.0382,10.1683,2.9876,2.991,301.2048,0.0145,10.3614,0.16,2e-05,1,NaN,NaN,NaN
3469698,0.534471,0.534474,0.5345,1.0,259,0.047355436345424,1.6,1.0,0.1123819124174837,14.5,1.9,15.3,0.94,381,0.0218657113048605,2.1,1.2,0.03643892111325,20.8,1.7,15.43,0.73,1.871,1.9369,15.1791,0.1062,8.1162,1.871,1.9368,15.2033,0.0246,9.6487,0.21,1e-05,1,NaN,NaN,NaN
3481248,0.556293,0.556286,0.5563,1.0,251,0.0291685100721939,2.4,1.1,0.0286931151008101,2.8,1.2,14.6,0.76,359,0.0228654388281763,2.1,1.1,0.0244626161013265,3.8,1.1,14.63,0.59,1.7976,1.8655,14.7373,0.1234,8.5877,1.7976,1.8013,276.2431,0.0128,10.8951,0.17,1e-05,1,NaN,NaN,NaN
3491287,0.490986,0.490993,0.491,1.0,483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0367,2.0537,58.8408,0.058,11.9199,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,2,NaN,NaN,NaN
3497192,0.316746,0.316743,0.3167,1.0,500,0.1569622145308904,3.4,1.4,1.680354288548534,14.1,4.4,15.87,0.4,37,0.0381452068028864,0.5,0.6,0.1473552317763676,3.0,2.2,15.93,0.29,3.1571,3.191,29.4898,0.0253,22.0288,0.9996,1.036,27.5141,0.1,4.2673,0.11,1e-05,1,NaN,NaN,NaN
3502136,0.366638,1.000057,0.6833,2.7276,465,0.2201581117644157,2.4,1.2,1.0204619779049744,6.7,3.1,16.17,0.34,48,6.808240606954908e-06,30.1,7.1,0.3684546287492357,25.9,5.1,16.16,17451.37,2.7275,2.7614,29.4942,0.0279,16.478,0.9999,1.0195,51.1509,0.0844,5.1174,17451.03,0.927,2,NaN,NaN,NaN
3507643,0.801141,0.801132,0.8011,1.0,461,0.0703578483920553,7.3,1.6,0.0996755485367067,14.0,2.4,14.68,0.37,42,0.0329770647746403,1.3,1.0,0.0418707602463282,2.8,1.2,14.54,0.32,1.2482,1.2821,29.529,0.085,11.1815,1.2482,1.2817,29.873,0.1186,6.363,0.05,1e-05,1,NaN,NaN,NaN
3511281,0.547609,0.547618,0.5476,1.0,449,0.1232369995573572,1.3,1.0,0.1287136394194553,1.4,1.0,16.43,0.67,42,0.0492041877549981,3.5,1.6,0.063727980250768,3.7,2.0,16.53,0.59,1.8261,1.8601,29.4464,0.0632,14.1489,1.0025,1.0173,67.5676,0.072,4.595,0.08,2e-05,2,NaN,NaN,NaN
3520413,0.358502,0.358504,0.3585,1.0,358,0.0749289212163554,7.6,1.7,0.0725633214139071,7.6,1.5,14.6,0.34,336,0.0715521714955105,2.1,1.4,0.0698075231349943,2.1,1.4,14.61,0.25,2.7894,2.8572,14.7362,0.0332,9.9318,2.7894,2.7923,346.0208,0.0464,18.1638,0.09,1e-05,1,NaN,NaN,NaN
3526221,0.673252,0.673256,0.6733,1.0,305,0.0961169870811715,0.6,0.8,0.1665047947531409,1.8,1.0,16.3,0.55,179,0.0364567717924047,1.6,1.1,0.0519009703971726,7.6,1.5,16.28,0.44,1.4853,1.5202,28.6944,0.1698,12.7056,1.4853,1.4881,354.6099,0.0541,12.1212,0.11,1e-05,1,NaN,NaN,NaN
3540655,0.587417,0.587423,0.5874,1.0,271,0.0476261108514007,1.0,0.9,0.0768402108230807,2.5,1.4,15.3,0.64,205,0.0313078381500153,2.1,1.3,0.0479370422006095,10.8,1.8,15.29,0.5,1.7024,1.7701,14.7569,0.0676,6.6431,1.7023,1.7056,307.2197,0.0118,10.2192,0.14,1e-05,1,NaN,NaN,NaN
3541085,0.527475,0.527491,0.5275,1.0,288,0.0650560015375259,1.0,1.0,0.1398258384858545,8.1,1.5,15.84,0.92,205,0.0261265436890435,2.4,1.3,0.0320834237907868,4.3,1.7,15.89,0.73,1.8958,1.9493,18.6968,0.0788,6.7638,1.8958,1.9493,18.6794,0.0206,15.596,0.19,3e-05,1,NaN,NaN,NaN
3558911,0.499313,0.522502,0.5109,1.0464,272,5.369294153281302e-05,23.5,3.3,0.4441501853353001,18.2,3.1,16.11,5236.48,183,0.0238256118970902,5.0,1.3,0.3970120141759479,192.5,12.6,15.87,0.73,2.0028,2.009,160.6426,0.0572,2.4443,1.9139,1.9583,22.4997,0.0479,15.7826,5235.75,0.04539,2,NaN,NaN,NaN
3574728,0.663906,0.663906,0.6639,1.0,278,0.0619502873280495,0.6,0.6,0.0798000001616971,0.8,0.8,16.02,0.84,152,0.0295591461421948,1.6,1.0,0.0330570240153458,1.8,1.1,16.12,0.65,1.5062,1.5091,352.1127,0.1245,8.6949,1.5062,1.5159,103.3058,0.0191,10.0349,0.19,0.0,1,NaN,NaN,NaN
3589854,0.612893,0.612953,0.6129,1.0001,468,0.1100567167418435,29.1,3.9,0.112962739872152,29.7,3.9,14.57,0.49,45,0.1158212714274583,34.1,3.8,0.2256355778234664,53.0,5.6,14.52,0.39,1.6316,1.6656,29.4031,0.0565,15.3618,1.3169,1.3741,17.4978,0.1024,4.2129,0.1,0.0001,1,NaN,NaN,NaN
3591037,0.558643,0.558609,0.5586,0.9999,449,0.0746887418705516,5.4,1.3,0.2019742067178116,21.5,2.6,15.69,0.76,45,0.0471169956583523,7.1,2.0,0.0527061992024752,8.3,2.2,15.71,0.59,1.7901,1.7929,352.1127,0.0622,13.9545,1.3964,1.4181,46.1361,0.0924,5.5436,0.17,6e-05,1,NaN,NaN,NaN
3605112,0.579602,0.579602,0.5796,1.0,252,0.0584082497991135,1.9,1.2,0.0587433233680652,1.9,1.2,15.13,0.58,407,0.0287555933860392,1.7,1.1,0.0306413522897181,1.8,1.2,15.12,0.47,1.7253,1.7282,350.8772,0.0625,9.0803,1.7253,1.7303,202.2245,0.016,12.8217,0.11,0.0,2,NaN,NaN,NaN
3639968,0.626805,0.626804,0.6268,1.0,403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5954,1.6293,29.5334,0.048,10.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,NaN,NaN,NaN
3642730,0.604132,0.604124,0.6041,1.0,349,0.0513897402651342,1.5,0.9,0.1011476717481753,6.0,1.5,15.77,0.86,70,0.0310276212155565,1.8,1.1,0.052125064769795,10.4,2.0,15.89,0.66,1.6553,1.6892,29.4594,0.0721,8.3013,1.6553,1.6581,347.8261,0.0674,13.3841,0.2,1e-05,1,NaN,NaN,NaN
3649421,0.571508,0.571508,0.5715,1.0,359,0.1061389636494473,2.0,1.2,0.1149205598776588,2.2,1.2,15.91,0.54,24,0.0588049228443363,3.3,1.6,0.0686137824923791,3.5,1.8,15.9,0.45,1.7498,1.7837,29.4638,0.0839,8.334,1.0013,1.0053,247.8315,0.66,11.201,0.09,0.0,1,NaN,NaN,NaN
3663882,0.341128,0.34113,0.3411,1.0,486,0.104611136896261,47.3,2.4,0.5216513485322142,104.4,8.7,14.55,0.35,46,0.0510656695138772,2.1,1.4,0.1063003245238927,10.9,3.1,14.63,0.3,2.9314,2.9653,29.577,0.0198,17.978,1.4657,1.5262,16.5221,0.0905,6.6962,0.05,1e-05,1,NaN,NaN,NaN
3666049,0.528692,0.528697,0.5287,1.0,507,0.0698444684535036,0.6,0.8,0.0815809116347036,1.1,0.9,16.25,0.91,45,0.0273507667077202,1.5,1.1,0.0295297714435641,1.8,1.2,16.32,0.7,1.8915,1.9254,29.4898,0.0499,12.5177,0.9457,0.9647,52.687,0.2121,10.0806,0.21,1e-05,1,NaN,NaN,NaN
3668485,0.596072,0.596076,0.5961,1.0,509,0.0767615423959939,2.2,1.3,0.139758287700425,11.0,2.0,15.34,0.61,46,0.0188982975194929,0.9,0.8,0.0329140957634893,1.9,1.2,15.38,0.51,1.6776,1.7115,29.5377,0.059,14.0613,0.6752,0.6799,210.084,0.1518,4.0582,0.1,1e-05,1,NaN,NaN,NaN
3672628,0.612999,0.612997,0.613,1.0,474,0.0888728184949505,1.4,1.1,0.0941135090417524,1.5,1.1,16.07,0.97,46,0.0304771398127827,2.0,1.3,0.0287767743419338,1.8,1.2,16.21,0.77,1.6313,1.6651,29.577,0.0441,8.6111,1.3159,1.3741,17.1762,0.0761,4.2335,0.2,0.0,1,NaN,NaN,NaN
3696853,0.339125,0.339118,0.3391,1.0,265,0.1662363876675893,5.5,1.6,0.4468070225561802,11.4,2.9,15.93,0.43,64,0.0649629282135512,2.6,1.5,0.0936839447362006,6.2,2.1,15.97,0.31,2.9488,3.08,7.619,0.0188,5.7831,1.4744,1.5366,16.0746,0.0279,7.0151,0.12,2e-05,1,NaN,NaN,NaN
3698797,0.512168,0.512169,0.5122,1.0,253,0.0453548957147381,9.7,2.1,0.1976275359796141,57.2,5.5,14.76,1.05,57,0.0269488443757811,4.6,1.9,0.1077817194559102,100.2,5.0,14.84,0.87,1.9525,2.003,19.8059,0.0832,16.2116,2.0058,2.0086,350.2627,0.0562,10.7862,0.18,0.0,1,NaN,NaN,NaN
3726649,0.688619,0.688631,0.6886,1.0,262,0.1563801487115032,1.2,0.9,0.1916321181278091,1.4,1.1,16.59,0.54,169,0.0768178264541452,4.7,1.8,0.0866359692044015,6.2,2.1,16.65,0.41,1.4522,1.455,350.2627,0.0387,7.5711,1.4522,1.4587,153.6098,0.0187,10.5789,0.13,2e-05,1,NaN,NaN,NaN
3751606,0.570738,0.57074,0.5707,1.0,261,0.0840166356090453,1.0,0.9,0.1646051095027594,3.8,1.2,16.11,0.83,148,0.0329166143455375,2.5,1.2,0.0498163072608386,14.7,1.7,16.19,0.62,1.7521,1.757,206.3983,0.0499,6.4398,1.7521,1.7551,337.8378,0.0954,18.0215,0.21,0.0,2,NaN,NaN,NaN
